<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-pro'>gemini/gemini-2.5-pro (zero-shot, val)</a>",🤔,1.69,?,256128.0,1048576.0,✓,✗,✗,✓,45.59 ± 2.34 / 52.93 ± 2.31,65.56 ± 2.31 / 65.56 ± 2.31,51.54 ± 3.48 / 74.93 ± 1.86,56.58 ± 0.87 / 29.26 ± 1.05,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-70B'>meta-llama/Llama-3.1-70B</a>,🧠,1.70,70553706496.0,128256.0,131072.0,✓,✗,(✓),✓,45.17 ± 1.51 / 54.57 ± 2.25,70.10 ± 1.63 / 70.10 ± 1.63,31.33 ± 1.85 / 62.98 ± 1.47,75.58 ± 2.59 / 58.41 ± 3.25,16.7.1.dev0,16.3.0.dev0,16.5.0.dev0,16.3.0.dev0
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B#no-thinking</a>,📝,1.73,32762123264.0,151936.0,40960.0,✓,✗,✗,✓,47.35 ± 1.36 / 63.58 ± 1.58,60.54 ± 1.01 / 60.54 ± 1.01,40.22 ± 1.10 / 69.19 ± 0.89,70.16 ± 0.78 / 49.07 ± 1.17,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/mistralai/Mistral-Small-3.2-24B-Instruct-2506'>mistralai/Mistral-Small-3.2-24B-Instruct-2506</a>,📝,1.73,24011361280.0,131072.0,8192.0,✓,✗,(✓),✓,47.65 ± 1.26 / 62.83 ± 1.40,67.61 ± 0.90 / 67.61 ± 0.90,30.76 ± 1.63 / 64.28 ± 1.01,73.45 ± 2.48 / 53.30 ± 3.34,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it</a>,📝,1.74,27432406640.0,262144.0,8192.0,✓,✗,(✓),✓,47.71 ± 1.21 / 61.66 ± 1.65,63.06 ± 1.05 / 63.06 ± 1.05,41.68 ± 1.08 / 70.39 ± 0.61,62.80 ± 1.47 / 37.31 ± 2.69,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07 (zero-shot, val)</a>",🤔,1.76,?,100256.0,272000.0,✓,✗,✗,✓,41.74 ± 1.64 / 45.98 ± 1.45,64.90 ± 1.69 / 64.90 ± 1.69,49.84 ± 4.07 / 74.28 ± 2.06,56.08 ± 0.74 / 32.23 ± 1.45,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#medium (zero-shot, val)</a>",🤔,1.77,?,?,400000.0,✓,✗,✗,✓,41.25 ± 1.06 / 46.16 ± 0.96,67.66 ± 1.01 / 67.66 ± 1.01,44.22 ± 1.99 / 71.75 ± 0.99,56.92 ± 0.59 / 36.78 ± 0.68,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/google/gemma-4-31B-it'>google/gemma-4-31B-it (val)</a>,📝,1.77,31273088876.0,262144.0,8192.0,✓,✗,(✓),✓,50.67 ± 1.58 / 60.01 ± 1.48,67.18 ± 1.50 / 67.18 ± 1.50,32.94 ± 1.36 / 66.32 ± 0.67,65.05 ± 0.79 / 43.05 ± 1.29,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#thinking (zero-shot, val)</a>",🤔,1.77,?,256128.0,1048576.0,✓,✗,✗,✓,42.82 ± 1.84 / 47.34 ± 1.74,64.49 ± 1.84 / 64.49 ± 1.84,45.05 ± 3.02 / 70.26 ± 1.84,59.39 ± 0.83 / 36.55 ± 1.42,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#thinking (zero-shot, val)</a>",🤔,1.77,?,?,?,✓,✗,✗,✓,45.01 ± 2.14 / 52.41 ± 1.96,69.92 ± 1.93 / 69.92 ± 1.93,40.48 ± 3.36 / 70.10 ± 1.67,56.22 ± 1.19 / 27.41 ± 1.48,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.2'>gpt-5.2-2025-12-11 (zero-shot, val)</a>",🤔,1.79,?,?,?,✓,✗,✗,✓,45.33 ± 1.80 / 54.24 ± 1.53,62.17 ± 2.13 / 62.17 ± 2.13,42.68 ± 2.97 / 71.24 ± 1.49,64.80 ± 1.06 / 39.15 ± 1.52,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#none (zero-shot, val)</a>",🤔,1.80,?,?,400000.0,✓,✗,✗,✓,42.04 ± 0.88 / 47.95 ± 1.03,61.59 ± 1.10 / 61.59 ± 1.10,46.72 ± 1.60 / 72.81 ± 0.79,65.09 ± 0.42 / 42.10 ± 0.77,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/Qwen/Qwen2.5-72B-Instruct'>Qwen/Qwen2.5-72B-Instruct</a>,📝,1.80,72706203648.0,152064.0,32768.0,✓,✗,(✓),✓,48.29 ± 1.18 / 63.51 ± 1.45,63.92 ± 0.61 / 63.92 ± 0.61,32.32 ± 1.29 / 64.88 ± 0.98,70.95 ± 1.07 / 50.19 ± 1.21,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/mistralai/Voxtral-Small-24B-2507'>mistralai/Voxtral-Small-24B-2507</a>,📝,1.80,24261800960.0,131072.0,8192.0,✓,✗,(✓),✓,48.87 ± 1.60 / 65.88 ± 1.52,68.39 ± 0.96 / 68.39 ± 0.96,29.98 ± 1.83 / 62.00 ± 1.66,66.34 ± 2.34 / 46.70 ± 3.02,16.7.1.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B#no-thinking</a>,📝,1.82,14768307200.0,151936.0,40960.0,✓,✗,✗,✓,46.61 ± 1.15 / 60.26 ± 1.14,61.60 ± 1.09 / 61.60 ± 1.09,33.47 ± 1.93 / 64.80 ± 1.33,71.72 ± 0.90 / 49.47 ± 1.21,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#medium (zero-shot, val)</a>",🤔,1.85,?,?,400000.0,✓,✗,✗,✓,41.35 ± 0.93 / 46.08 ± 0.86,62.42 ± 0.93 / 62.42 ± 0.93,44.97 ± 1.45 / 72.08 ± 0.70,56.88 ± 0.89 / 28.63 ± 1.24,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/google/gemma-3-12b-it'>google/gemma-3-12b-it</a>,📝,1.86,12187325040.0,262144.0,8192.0,✓,✗,(✓),✓,47.80 ± 1.75 / 62.14 ± 2.14,65.24 ± 0.62 / 65.24 ± 0.62,34.36 ± 1.74 / 65.87 ± 1.18,59.08 ± 1.64 / 34.10 ± 2.44,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-14B-Base-2512'>mistralai/Ministral-3-14B-Base-2512 (val)</a>,🧠,1.86,13945031680.0,131072.0,8192.0,✓,✗,(✓),✓,50.23 ± 2.01 / 66.03 ± 1.20,66.18 ± 1.13 / 66.18 ± 1.13,22.29 ± 2.76 / 56.24 ± 1.75,76.12 ± 1.43 / 56.31 ± 1.53,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-4.1'>gpt-4.1-2025-04-14 (zero-shot, val)</a>",📝,1.88,?,?,1047576.0,✓,✗,✗,✓,43.47 ± 1.88 / 50.00 ± 1.49,62.58 ± 1.49 / 62.58 ± 1.49,46.15 ± 4.36 / 69.95 ± 2.71,53.28 ± 0.86 / 26.57 ± 1.34,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,1.89,70599864480.0,131072.0,65536.0,✗,✗,(✓),✗,47.59 ± 1.53 / 63.16 ± 2.12,57.42 ± 1.10 / 57.42 ± 1.10,35.30 ± 1.77 / 63.61 ± 2.06,66.65 ± 1.07 / 45.03 ± 0.99,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503'>mistralai/Mistral-Small-3.1-24B-Instruct-2503</a>,📝,1.89,24011361280.0,131072.0,8192.0,✓,✗,(✓),✓,47.11 ± 1.18 / 62.41 ± 2.00,67.09 ± 1.08 / 67.09 ± 1.08,27.85 ± 1.20 / 61.69 ± 1.25,67.91 ± 2.27 / 45.13 ± 3.32,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-35B-A3B-Base'>Qwen/Qwen3.5-35B-A3B-Base (val)</a>,🤔,1.90,35951817904.0,248044.0,8192.0,✓,✗,(✓),✓,47.76 ± 1.30 / 58.19 ± 1.36,65.98 ± 1.44 / 65.98 ± 1.44,33.62 ± 1.53 / 66.22 ± 0.84,54.89 ± 1.18 / 36.14 ± 1.16,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,1.90,30532122624.0,151936.0,262144.0,✓,✗,✗,✓,46.57 ± 1.18 / 60.11 ± 1.74,63.12 ± 1.15 / 63.12 ± 1.15,32.80 ± 0.61 / 66.25 ± 0.30,64.87 ± 1.23 / 43.50 ± 1.56,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-32B'>deepcogito/cogito-v1-preview-qwen-32B</a>,📝,1.91,32759790592.0,151665.0,131072.0,✓,✗,(✓),✗,45.63 ± 1.34 / 56.88 ± 1.53,64.92 ± 1.02 / 64.92 ± 1.02,29.23 ± 0.84 / 61.55 ± 0.92,70.04 ± 1.24 / 46.94 ± 1.67,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
"<a href='https://docs.x.ai/docs/models'>xai/grok-4-1-fast-reasoning (zero-shot, val)</a>",🤔,1.92,?,?,131072.0,✓,✗,✗,✓,46.54 ± 1.16 / 54.16 ± 1.05,62.31 ± 0.96 / 62.31 ± 0.96,32.27 ± 1.93 / 64.78 ± 1.00,65.00 ± 0.44 / 42.25 ± 0.59,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#high (zero-shot, val)</a>",🤔,1.93,?,?,400000.0,✓,✗,✗,✓,41.69 ± 0.93 / 47.36 ± 0.91,64.87 ± 0.74 / 64.87 ± 0.74,39.97 ± 2.33 / 69.76 ± 1.15,54.20 ± 0.41 / 27.34 ± 0.66,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-14B-Reasoning-2512'>mistralai/Ministral-3-14B-Reasoning-2512 (val)</a>,📝,1.93,13945031680.0,131072.0,8192.0,✓,✗,(✓),✓,49.77 ± 1.59 / 61.77 ± 1.23,64.74 ± 1.60 / 64.74 ± 1.60,22.06 ± 3.06 / 59.95 ± 1.69,72.63 ± 0.70 / 53.18 ± 1.00,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-70B'>deepcogito/cogito-v1-preview-llama-70B</a>,📝,1.94,70553706496.0,128256.0,131072.0,✓,✗,(✓),✗,46.47 ± 1.06 / 58.62 ± 1.41,67.01 ± 1.09 / 67.01 ± 1.09,30.43 ± 1.38 / 64.43 ± 0.93,59.44 ± 1.84 / 31.52 ± 2.50,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/deepcogito/cogito-v2-preview-llama-70B'>deepcogito/cogito-v2-preview-llama-70B</a>,📝,1.96,70553706496.0,128256.0,131072.0,✓,✗,(✓),✗,46.95 ± 1.39 / 60.66 ± 1.41,67.31 ± 0.75 / 67.31 ± 0.75,29.65 ± 1.18 / 63.71 ± 1.00,57.82 ± 1.43 / 29.13 ± 1.93,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Base-2503'>mistralai/Mistral-Small-3.1-24B-Base-2503</a>,🧠,1.97,24011361280.0,131072.0,8192.0,✓,✗,(✓),✓,47.98 ± 1.30 / 62.08 ± 1.75,69.08 ± 1.35 / 69.08 ± 1.35,13.94 ± 3.66 / 46.61 ± 5.71,75.22 ± 2.06 / 56.94 ± 2.69,16.7.1.dev0,16.3.0.dev0,16.5.0.dev0,16.3.0.dev0
<a href='https://hf.co/google/gemma-3-12b-pt'>google/gemma-3-12b-pt</a>,🧠,1.98,12187325040.0,262144.0,8192.0,✓,✗,(✓),✓,48.31 ± 1.26 / 61.94 ± 1.59,64.13 ± 2.21 / 64.13 ± 2.21,19.44 ± 3.83 / 43.92 ± 3.77,71.29 ± 2.41 / 52.90 ± 3.45,16.7.1.dev0,16.3.0.dev0,16.5.0.dev0,16.3.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,1.99,70599864480.0,131072.0,65536.0,✓,✗,(✓),✗,47.44 ± 1.54 / 63.66 ± 1.33,58.43 ± 3.80 / 58.43 ± 3.80,27.80 ± 3.35 / 57.27 ± 2.86,69.82 ± 2.57 / 52.52 ± 3.07,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-72B'>Unbabel/Tower-Plus-72B (val)</a>,📝,2.00,72706203648.0,152064.0,32768.0,✗,✗,(✓),✗,49.21 ± 2.53 / 63.01 ± 2.11,67.08 ± 2.89 / 67.08 ± 2.89,16.58 ± 2.07 / 56.46 ± 1.75,69.10 ± 1.14 / 45.10 ± 1.75,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/google/gemma-4-26B-A4B-it'>google/gemma-4-26B-A4B-it (val)</a>,📝,2.02,25805936206.0,262144.0,8192.0,✓,✗,(✓),✓,50.01 ± 1.09 / 58.39 ± 1.07,65.11 ± 1.31 / 65.11 ± 1.31,23.45 ± 2.47 / 60.67 ± 1.42,59.74 ± 0.61 / 34.59 ± 0.66,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.3-70B-Instruct'>meta-llama/Llama-3.3-70B-Instruct</a>,📝,2.02,70553706496.0,128256.0,131072.0,✓,✗,(✓),✓,47.55 ± 1.12 / 58.74 ± 1.40,66.31 ± 0.67 / 66.31 ± 0.67,29.91 ± 2.00 / 60.55 ± 2.03,53.61 ± 1.92 / 26.44 ± 2.64,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-8B-Base-2512'>mistralai/Ministral-3-8B-Base-2512 (val)</a>,🧠,2.05,8918026240.0,131072.0,8192.0,✓,✗,(✓),✓,48.47 ± 1.86 / 63.59 ± 1.34,64.45 ± 1.95 / 64.45 ± 1.95,14.70 ± 2.31 / 56.22 ± 0.87,72.08 ± 1.43 / 51.15 ± 1.48,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct</a>,📝,2.06,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,47.25 ± 0.80 / 59.20 ± 1.48,65.65 ± 1.20 / 65.65 ± 1.20,41.89 ± 2.20 / 68.48 ± 1.94,34.21 ± 1.10 / 0.20 ± 0.14,16.10.0,16.10.0,16.10.0,16.10.0
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B#no-thinking</a>,📝,2.07,8190735360.0,151936.0,40960.0,✓,✗,✗,✓,46.29 ± 1.12 / 60.55 ± 1.44,59.51 ± 1.06 / 59.51 ± 1.06,24.18 ± 1.45 / 60.09 ± 1.15,66.46 ± 1.54 / 45.27 ± 1.47,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B</a>,📝,2.07,14765947904.0,151665.0,131072.0,✓,✗,(✓),✗,45.92 ± 1.20 / 56.19 ± 1.47,63.46 ± 1.01 / 63.46 ± 1.01,22.50 ± 1.50 / 59.34 ± 1.12,66.26 ± 1.08 / 44.69 ± 1.16,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#thinking (zero-shot, val)</a>",🤔,2.09,?,256128.0,1048576.0,✓,✗,✗,✓,40.95 ± 1.93 / 46.07 ± 1.87,57.31 ± 2.04 / 57.31 ± 2.04,33.46 ± 4.71 / 66.34 ± 2.45,60.12 ± 1.10 / 33.43 ± 1.55,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#low (zero-shot, val)</a>",🤔,2.10,?,?,400000.0,✓,✗,✗,✓,42.56 ± 1.26 / 50.06 ± 1.21,61.39 ± 0.83 / 61.39 ± 0.83,30.64 ± 1.67 / 65.07 ± 0.82,57.70 ± 0.38 / 29.18 ± 0.67,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-haiku-4-5-20251001 (zero-shot, val)</a>",🤔,2.14,?,?,200000.0,✓,✗,✗,✓,46.14 ± 1.67 / 52.84 ± 1.52,58.87 ± 1.69 / 58.87 ± 1.69,25.54 ± 2.94 / 60.65 ± 1.72,56.14 ± 1.32 / 27.21 ± 1.46,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#no-thinking (zero-shot, val)</a>",📝,2.14,?,256128.0,1048576.0,✓,✗,✗,✓,50.18 ± 2.27 / 60.15 ± 1.99,58.38 ± 1.44 / 58.38 ± 1.44,20.96 ± 5.07 / 50.99 ± 2.46,59.92 ± 1.06 / 36.00 ± 1.14,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,2.15,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,46.64 ± 0.78 / 58.14 ± 1.13,56.73 ± 1.34 / 56.73 ± 1.34,24.22 ± 2.61 / 50.52 ± 3.58,63.16 ± 1.29 / 38.44 ± 1.90,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-8B-Instruct-2512'>mistralai/Ministral-3-8B-Instruct-2512 (val)</a>,📝,2.16,7415529472.0,131072.0,8192.0,✓,✗,(✓),✓,49.76 ± 1.43 / 64.13 ± 1.15,62.17 ± 1.25 / 62.17 ± 1.25,13.61 ± 1.63 / 51.24 ± 1.43,63.73 ± 1.44 / 43.32 ± 1.93,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-14B-Instruct-2512'>mistralai/Ministral-3-14B-Instruct-2512 (val)</a>,📝,2.16,12163481600.0,131072.0,8192.0,✓,✗,(✓),✓,50.64 ± 0.97 / 63.06 ± 1.00,58.26 ± 1.44 / 58.26 ± 1.44,17.57 ± 1.69 / 57.25 ± 1.33,64.07 ± 1.37 / 45.38 ± 1.34,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking</a>,📝,2.17,4022468096.0,151936.0,40960.0,✓,✗,✗,✓,44.47 ± 0.92 / 58.48 ± 1.25,56.56 ± 1.04 / 56.56 ± 1.04,23.12 ± 1.80 / 61.34 ± 0.81,63.23 ± 1.25 / 43.59 ± 1.18,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
