<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,,<a id=11 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=12 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=13 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=14 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=15 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=16 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=17 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#low (zero-shot, val)</a>",🤔,1.60,0.02,?,?,400000.0,✓,✗,✗,✓,80.15 ± 0.78 / 89.77 ± 0.42,44.23 ± 1.23 / 34.22 ± 1.14,67.30 ± 0.73 / 82.45 ± 0.41,71.54 ± 0.61 / 49.25 ± 0.80,33.06 ± 0.16 / 34.64 ± 0.18,87.78 ± 0.82 / 90.82 ± 0.61,85.24 ± 0.87 / 88.91 ± 0.64,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#high (zero-shot, val)</a>",🤔,1.62,0.05,?,?,400000.0,✓,✗,✗,✓,82.00 ± 0.69 / 90.79 ± 0.36,46.25 ± 1.29 / 41.05 ± 1.38,65.02 ± 1.47 / 80.81 ± 0.86,71.01 ± 0.76 / 47.91 ± 1.08,32.89 ± 0.16 / 34.35 ± 0.17,88.45 ± 1.02 / 91.33 ± 0.77,88.04 ± 0.96 / 91.02 ± 0.72,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#medium (zero-shot, val)</a>",🤔,1.64,0.17,?,?,400000.0,✓,✗,✗,✓,81.62 ± 0.69 / 90.52 ± 0.37,43.88 ± 1.12 / 36.35 ± 1.00,65.51 ± 1.47 / 81.39 ± 0.85,70.23 ± 0.56 / 45.20 ± 0.80,33.06 ± 0.16 / 34.54 ± 0.16,89.58 ± 0.48 / 92.19 ± 0.35,86.46 ± 0.71 / 89.84 ± 0.53,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#thinking (zero-shot, val)</a>",🤔,1.68,?,?,?,?,✓,✗,✗,✓,88.86 ± 1.43 / 94.36 ± 0.75,61.29 ± 3.58 / 51.52 ± 4.10,24.00 ± 3.18 / 46.68 ± 1.86,71.79 ± 0.81 / 47.05 ± 1.26,33.74 ± 0.23 / 35.73 ± 0.24,89.64 ± 1.49 / 92.23 ± 1.12,98.45 ± 0.61 / 98.83 ± 0.47,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.15.0.dev0,16.3.0.dev0,16.3.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#none (zero-shot, val)</a>",🤔,1.69,11.27,?,?,400000.0,✓,✗,✗,✓,77.02 ± 1.26 / 88.00 ± 0.66,39.97 ± 1.09 / 24.48 ± 0.70,74.28 ± 1.11 / 87.09 ± 0.57,75.40 ± 0.55 / 56.46 ± 0.57,33.03 ± 0.14 / 34.45 ± 0.15,70.42 ± 0.87 / 77.73 ± 0.65,84.17 ± 0.91 / 88.12 ± 0.67,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Base-2503'>mistralai/Mistral-Small-3.1-24B-Base-2503</a>,🧠,1.70,N/A,24011361280.0,131072.0,8192.0,✓,✗,(✓),✓,84.84 ± 0.78 / 92.38 ± 0.40,59.54 ± 2.64 / 54.86 ± 2.28,57.82 ± 1.29 / 77.81 ± 0.88,78.99 ± 1.56 / 61.43 ± 2.30,28.35 ± 3.13 / 29.26 ± 3.47,68.73 ± 0.81 / 76.48 ± 0.62,78.53 ± 2.95 / 83.48 ± 2.44,16.5.0.dev0,15.13.0,16.5.0.dev0,15.13.0,16.15.0.dev0,16.5.0.dev0,16.5.0.dev0
"<a href='https://docs.x.ai/docs/models'>xai/grok-4-1-fast-reasoning (zero-shot, val)</a>",🤔,1.72,0.24,?,?,131072.0,✓,✗,✗,✓,83.69 ± 1.07 / 91.73 ± 0.54,35.62 ± 0.58 / 32.20 ± 0.91,63.82 ± 1.48 / 81.15 ± 0.85,74.90 ± 0.67 / 53.34 ± 0.80,32.14 ± 0.13 / 33.73 ± 0.14,90.99 ± 0.88 / 93.24 ± 0.65,82.95 ± 0.86 / 87.19 ± 0.65,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16 (val)</a>,🤔,1.73,?,31577934400.0,131072.0,262144.0,✓,✗,✗,✓,83.01 ± 1.27 / 91.45 ± 0.65,60.47 ± 2.11 / 45.95 ± 1.45,53.86 ± 1.76 / 74.89 ± 1.02,69.55 ± 0.49 / 45.93 ± 0.71,32.92 ± 0.16 / 35.91 ± 0.20,80.36 ± 1.01 / 85.20 ± 0.77,57.35 ± 1.31 / 67.97 ± 0.95,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-32B'>deepcogito/cogito-v1-preview-qwen-32B</a>,📝,1.77,1.4,32759790592.0,151665.0,131072.0,✓,✗,(✓),✗,85.00 ± 0.60 / 92.49 ± 0.30,60.12 ± 2.01 / 54.79 ± 1.27,26.40 ± 3.38 / 52.06 ± 3.38,79.44 ± 0.95 / 60.60 ± 1.32,32.47 ± 0.49 / 33.54 ± 0.62,77.35 ± 0.97 / 83.01 ± 0.73,92.75 ± 0.64 / 94.51 ± 0.49,15.13.0,15.13.0,15.13.0,15.13.0,16.15.0.dev0,15.13.0,15.13.0
<a href='https://hf.co/meta-llama/Llama-3.1-70B'>meta-llama/Llama-3.1-70B</a>,🧠,1.80,N/A,70553706496.0,128256.0,131072.0,✓,✗,(✓),✓,85.80 ± 0.53 / 92.85 ± 0.29,61.10 ± 2.01 / 55.09 ± 1.43,57.59 ± 2.45 / 78.00 ± 1.44,78.69 ± 1.54 / 60.64 ± 1.91,27.14 ± 1.62 / 27.64 ± 1.75,63.34 ± 1.11 / 72.35 ± 0.83,68.94 ± 4.12 / 75.32 ± 3.63,16.5.0.dev0,15.13.0,16.5.0.dev0,15.13.0,16.17.0.dev0,16.5.0.dev0,16.5.0.dev0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#no-thinking (zero-shot, val)</a>",📝,1.81,32.72,?,?,200000.0,✓,✗,✗,✓,86.00 ± 1.60 / 92.72 ± 0.93,54.14 ± 2.50 / 48.04 ± 2.14,19.43 ± 2.60 / 43.84 ± 2.14,72.70 ± 0.98 / 46.37 ± 1.32,33.40 ± 0.20 / 34.89 ± 0.20,88.65 ± 1.19 / 91.48 ± 0.88,98.65 ± 0.45 / 98.98 ± 0.35,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.15.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8 (val)</a>,🤔,1.83,?,30491811840.0,131072.0,262144.0,✓,✗,✗,✓,80.77 ± 1.74 / 90.34 ± 0.87,58.80 ± 1.92 / 45.73 ± 1.59,48.40 ± 2.06 / 71.57 ± 1.22,68.24 ± 0.58 / 45.19 ± 0.80,32.42 ± 0.12 / 35.39 ± 0.15,78.57 ± 0.87 / 83.87 ± 0.66,60.33 ± 1.11 / 70.16 ± 0.80,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503'>mistralai/Mistral-Small-3.1-24B-Instruct-2503</a>,📝,1.84,?,24011361280.0,131072.0,?,✓,✗,(✓),✓,83.96 ± 0.95 / 91.90 ± 0.51,60.73 ± 2.15 / 56.39 ± 1.97,22.48 ± 3.96 / 58.19 ± 2.54,77.38 ± 1.50 / 55.65 ± 2.39,32.40 ± 0.65 / 33.37 ± 0.80,68.93 ± 0.60 / 76.61 ± 0.45,93.34 ± 0.60 / 94.98 ± 0.45,15.13.0,15.13.0,15.13.0,15.13.0,16.15.0.dev0,15.13.0,15.13.0
<a href='https://hf.co/mistralai/Ministral-3-14B-Base-2512'>mistralai/Ministral-3-14B-Base-2512 (val)</a>,🧠,1.85,N/A,13945031680.0,131072.0,8192.0,✓,✗,(✓),✓,87.98 ± 1.27 / 93.85 ± 0.66,54.42 ± 1.95 / 46.24 ± 1.64,52.51 ± 1.83 / 74.72 ± 1.23,76.87 ± 0.82 / 63.80 ± 1.23,28.36 ± 2.30 / 29.49 ± 2.49,66.80 ± 1.50 / 74.88 ± 1.17,66.18 ± 2.33 / 73.95 ± 1.91,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/mistralai/Mistral-Small-3.2-24B-Instruct-2506'>mistralai/Mistral-Small-3.2-24B-Instruct-2506</a>,📝,1.85,?,24011361280.0,131072.0,?,✓,✗,(✓),✓,84.72 ± 0.48 / 92.34 ± 0.24,59.09 ± 1.89 / 52.57 ± 1.46,31.36 ± 2.49 / 62.02 ± 2.43,77.02 ± 1.26 / 57.84 ± 1.66,32.09 ± 0.68 / 33.07 ± 0.80,67.02 ± 0.79 / 75.14 ± 0.59,91.26 ± 0.46 / 93.38 ± 0.36,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,16.15.0.dev0,15.16.0.dev0,15.16.0.dev0
<a href='https://hf.co/mistralai/Voxtral-Small-24B-2507'>mistralai/Voxtral-Small-24B-2507</a>,📝,1.89,?,24261800960.0,131072.0,8192.0,✓,✗,(✓),✓,84.77 ± 0.46 / 92.36 ± 0.23,61.20 ± 1.86 / 55.63 ± 2.02,30.96 ± 4.69 / 62.08 ± 4.25,76.03 ± 1.22 / 56.56 ± 1.80,30.16 ± 1.43 / 30.87 ± 1.59,66.96 ± 1.05 / 75.17 ± 0.78,88.05 ± 0.92 / 90.99 ± 0.70,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.15.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/Qwen/Qwen2.5-72B-Instruct'>Qwen/Qwen2.5-72B-Instruct</a>,📝,1.89,0.15,72706203648.0,152064.0,32768.0,✓,✗,(✓),✓,83.05 ± 0.87 / 91.43 ± 0.47,53.07 ± 1.69 / 42.61 ± 1.83,24.07 ± 2.36 / 54.70 ± 3.62,75.66 ± 0.86 / 51.75 ± 1.48,34.58 ± 0.10 / 36.24 ± 0.13,72.74 ± 0.87 / 79.49 ± 0.65,87.11 ± 0.84 / 90.18 ± 0.64,15.13.0,15.13.0,15.13.0,15.13.0,16.17.0.dev0,15.13.0,15.13.0
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B</a>,📝,1.90,12.05,14765947904.0,151665.0,131072.0,✓,✗,(✓),✗,84.58 ± 0.88 / 92.26 ± 0.45,52.44 ± 2.20 / 44.37 ± 1.30,31.16 ± 3.74 / 58.12 ± 3.75,74.50 ± 0.87 / 52.60 ± 0.93,31.83 ± 0.69 / 32.81 ± 0.86,72.85 ± 1.00 / 79.63 ± 0.75,90.06 ± 0.74 / 92.51 ± 0.56,15.13.0,15.13.0,15.13.0,15.13.0,16.15.0.dev0,15.13.0,15.13.0
<a href='https://hf.co/Qwen/Qwen3-4B-Thinking-2507'>Qwen/Qwen3-4B-Thinking-2507</a>,🤔,1.91,?,4022468096.0,151936.0,262144.0,✓,✗,✗,✓,78.57 ± 1.10 / 89.24 ± 0.57,62.20 ± 2.33 / 51.21 ± 2.28,45.97 ± 1.77 / 70.77 ± 1.31,68.74 ± 2.27 / 48.25 ± 2.06,31.01 ± 0.64 / 32.13 ± 0.78,71.90 ± 0.69 / 78.93 ± 0.52,59.02 ± 1.14 / 69.20 ± 0.86,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0,16.16.1.dev0,16.14.0.dev0,16.14.0.dev0
<a href='https://hf.co/deepcogito/cogito-v2-preview-llama-70B'>deepcogito/cogito-v2-preview-llama-70B</a>,📝,1.92,0.16,70553706496.0,128256.0,131072.0,✓,✗,(✓),✗,84.77 ± 0.76 / 92.37 ± 0.38,57.46 ± 1.38 / 48.18 ± 1.29,17.97 ± 1.16 / 46.40 ± 1.15,71.19 ± 1.03 / 43.73 ± 1.88,32.39 ± 0.47 / 33.42 ± 0.61,75.23 ± 0.65 / 81.30 ± 0.49,92.43 ± 0.64 / 94.29 ± 0.48,15.15.0,15.15.0,15.15.0,15.15.0,16.15.0.dev0,15.15.0,15.15.0
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,1.93,3.29,30532122624.0,151936.0,262144.0,✓,✗,✗,✓,83.24 ± 0.63 / 91.61 ± 0.31,46.67 ± 2.65 / 39.75 ± 2.43,27.05 ± 2.69 / 61.18 ± 2.69,74.23 ± 0.68 / 52.97 ± 1.11,34.58 ± 0.20 / 36.33 ± 0.21,68.88 ± 0.90 / 76.61 ± 0.68,87.88 ± 0.59 / 90.86 ± 0.44,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,16.15.0.dev0,15.16.0.dev0,15.16.0.dev0
<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B (val)</a>,📝,1.94,5.83,32003216384.0,102400.0,131072.0,✗,✗,(✓),✗,84.00 ± 1.65 / 91.96 ± 0.82,50.20 ± 2.02 / 36.34 ± 1.10,46.65 ± 1.47 / 72.59 ± 0.67,74.49 ± 0.80 / 57.15 ± 0.89,31.93 ± 0.17 / 33.16 ± 0.20,62.16 ± 0.95 / 71.25 ± 0.73,63.07 ± 1.52 / 71.41 ± 1.18,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#high (zero-shot, val)</a>",🤔,1.94,?,?,?,400000.0,✓,✗,✗,✓,82.69 ± 1.31 / 91.30 ± 0.65,26.10 ± 0.69 / 21.84 ± 0.71,64.73 ± 1.36 / 81.54 ± 0.78,69.07 ± 0.53 / 41.68 ± 0.64,33.09 ± 0.16 / 35.66 ± 0.17,85.16 ± 0.86 / 88.79 ± 0.65,60.23 ± 1.59 / 70.20 ± 1.19,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#medium (zero-shot, val)</a>",🤔,1.96,?,?,?,400000.0,✓,✗,✗,✓,79.89 ± 1.23 / 89.86 ± 0.61,29.86 ± 0.89 / 21.81 ± 0.89,61.35 ± 1.34 / 80.02 ± 0.79,69.39 ± 0.40 / 41.53 ± 0.59,32.85 ± 0.18 / 35.46 ± 0.20,82.30 ± 1.10 / 86.60 ± 0.84,61.59 ± 1.70 / 71.25 ± 1.25,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/google/gemma-3-27b-pt'>google/gemma-3-27b-pt</a>,🧠,1.97,N/A,27432406640.0,262144.0,8192.0,✓,✗,(✓),✓,83.98 ± 0.88 / 91.95 ± 0.47,50.58 ± 1.74 / 45.52 ± 2.17,55.59 ± 3.02 / 76.75 ± 2.79,76.95 ± 1.23 / 58.29 ± 1.59,23.64 ± 2.25 / 23.74 ± 2.37,63.95 ± 0.94 / 72.93 ± 0.70,68.38 ± 2.94 / 75.24 ± 2.56,16.5.0.dev0,15.13.0,16.5.0.dev0,15.13.0,16.15.0.dev0,16.5.0.dev0,16.5.0.dev0
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B#no-thinking</a>,📝,1.98,0.11,32762123264.0,151936.0,40960.0,✓,✗,✗,✓,84.02 ± 0.96 / 91.94 ± 0.51,50.45 ± 1.74 / 44.21 ± 1.78,22.48 ± 2.03 / 50.43 ± 2.08,79.03 ± 0.79 / 60.60 ± 1.59,32.87 ± 0.39 / 34.12 ± 0.47,69.84 ± 0.91 / 77.37 ± 0.68,87.13 ± 0.45 / 90.23 ± 0.34,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.15.0.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/zai-org/GLM-4.7-Flash'>zai-org/GLM-4.7-Flash (val)</a>,🤔,2.00,?,31221485568.0,154880.0,202752.0,✓,✗,✗,✓,85.45 ± 1.27 / 92.67 ± 0.63,48.28 ± 2.16 / 36.55 ± 1.90,45.41 ± 1.95 / 71.43 ± 0.98,69.93 ± 0.59 / 45.55 ± 1.08,29.41 ± 0.45 / 30.23 ± 0.52,76.12 ± 0.96 / 81.99 ± 0.73,59.11 ± 1.44 / 69.14 ± 1.06,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-4-E4B-it'>google/gemma-4-E4B-it (val)</a>,📝,2.02,0.22,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,86.93 ± 1.41 / 93.41 ± 0.71,45.71 ± 1.00 / 41.67 ± 1.16,48.86 ± 2.24 / 74.15 ± 1.17,70.69 ± 0.59 / 43.00 ± 0.84,31.12 ± 0.26 / 32.41 ± 0.35,58.53 ± 1.54 / 68.87 ± 1.15,63.37 ± 1.78 / 72.46 ± 1.35,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
