<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/Qwen/Qwen3.5-9B-Base'>Qwen/Qwen3.5-9B-Base (val)</a>,🧠,1.49,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,64.59 ± 1.90 / 74.59 ± 1.44,74.98 ± 1.31 / 77.21 ± 1.07,51.99 ± 2.17 / 74.67 ± 1.21,81.84 ± 1.13 / 61.65 ± 1.42,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-4-26B-A4B-it'>google/gemma-4-26B-A4B-it (val)</a>,📝,1.49,25805936206.0,262144.0,8192.0,✓,✗,(✓),✓,56.40 ± 1.32 / 65.41 ± 0.78,87.64 ± 0.78 / 86.58 ± 0.59,58.99 ± 1.47 / 79.02 ± 0.73,70.32 ± 0.73 / 35.44 ± 0.78,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5-nano'>gpt-5-nano-2025-08-07 (zero-shot, val)</a>",🤔,1.51,?,100256.0,272000.0,✓,✗,✗,✓,52.98 ± 2.29 / 58.73 ± 1.65,90.26 ± 0.62 / 83.45 ± 0.69,62.33 ± 2.69 / 80.51 ± 1.33,69.30 ± 1.21 / 38.16 ± 0.91,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#none (zero-shot, val)</a>",🤔,1.53,?,?,400000.0,✓,✗,✗,✓,54.94 ± 1.11 / 64.18 ± 0.52,70.76 ± 0.67 / 59.88 ± 0.60,69.11 ± 1.51 / 84.08 ± 0.84,73.06 ± 0.58 / 38.85 ± 0.60,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07 (zero-shot, val)</a>",🤔,1.53,?,100256.0,272000.0,✓,✗,✗,✓,52.59 ± 2.05 / 59.19 ± 1.29,82.40 ± 1.19 / 68.93 ± 1.29,68.28 ± 2.58 / 83.76 ± 1.33,70.08 ± 0.98 / 39.74 ± 1.17,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0
"<a href='https://docs.x.ai/docs/models'>xai/grok-4-1-fast-reasoning (zero-shot, val)</a>",🤔,1.55,?,?,131072.0,✓,✗,✗,✓,55.41 ± 0.97 / 60.73 ± 0.63,86.89 ± 0.38 / 83.31 ± 0.43,57.90 ± 1.31 / 78.04 ± 0.59,67.95 ± 0.53 / 35.79 ± 0.68,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-14B-Base-2512'>mistralai/Ministral-3-14B-Base-2512 (val)</a>,🧠,1.55,13945031680.0,131072.0,8192.0,✓,✗,(✓),✓,60.23 ± 1.45 / 67.66 ± 1.07,76.74 ± 1.25 / 78.29 ± 1.09,52.52 ± 2.18 / 75.40 ± 1.15,79.67 ± 1.17 / 58.49 ± 1.75,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#medium (zero-shot, val)</a>",🤔,1.61,?,?,400000.0,✓,✗,✗,✓,51.30 ± 1.24 / 58.14 ± 0.90,83.28 ± 0.35 / 71.32 ± 0.47,68.20 ± 1.65 / 83.51 ± 0.84,61.11 ± 0.54 / 24.20 ± 0.89,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-14B-Instruct-2512'>mistralai/Ministral-3-14B-Instruct-2512 (val)</a>,📝,1.62,12163481600.0,131072.0,8192.0,✓,✗,(✓),✓,56.04 ± 1.71 / 66.43 ± 1.26,77.51 ± 0.63 / 73.19 ± 0.85,51.11 ± 1.58 / 74.05 ± 0.70,75.41 ± 1.55 / 50.06 ± 1.49,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-8B-Base-2512'>mistralai/Ministral-3-8B-Base-2512 (val)</a>,🧠,1.62,8918026240.0,131072.0,8192.0,✓,✗,(✓),✓,59.07 ± 1.31 / 65.48 ± 1.03,72.52 ± 1.95 / 74.67 ± 1.74,49.94 ± 2.75 / 73.90 ± 1.39,77.13 ± 1.27 / 56.43 ± 1.67,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#no-thinking (zero-shot, val)</a>",📝,1.62,?,256128.0,1048576.0,✓,✗,✗,✓,52.16 ± 2.19 / 59.27 ± 1.25,84.76 ± 1.10 / 75.69 ± 0.91,57.69 ± 2.50 / 78.78 ± 1.28,68.84 ± 1.00 / 40.91 ± 1.49,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#high (zero-shot, val)</a>",🤔,1.62,?,?,400000.0,✓,✗,✗,✓,50.88 ± 1.19 / 57.60 ± 0.74,82.63 ± 0.42 / 71.09 ± 0.52,65.17 ± 1.17 / 81.56 ± 0.67,63.15 ± 0.53 / 25.80 ± 0.75,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-35B-A3B-FP8'>Qwen/Qwen3.5-35B-A3B-FP8 (val)</a>,🤔,1.63,34453061632.0,248044.0,8192.0,✓,✗,(✓),✓,60.43 ± 0.92 / 67.88 ± 0.87,75.64 ± 1.14 / 75.87 ± 1.08,64.48 ± 2.31 / 81.15 ± 1.36,59.34 ± 0.84 / 36.34 ± 0.69,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-4B-Base'>Qwen/Qwen3.5-4B-Base (val)</a>,🧠,1.64,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,61.35 ± 1.88 / 72.39 ± 1.73,71.02 ± 1.84 / 70.35 ± 1.76,43.71 ± 1.97 / 68.53 ± 1.39,77.91 ± 0.84 / 53.29 ± 1.49,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-8B-Instruct-2512'>mistralai/Ministral-3-8B-Instruct-2512 (val)</a>,📝,1.64,7415529472.0,131072.0,8192.0,✓,✗,(✓),✓,59.43 ± 1.70 / 70.00 ± 1.33,77.91 ± 1.30 / 75.45 ± 1.36,47.60 ± 1.98 / 71.77 ± 1.17,72.71 ± 1.45 / 48.94 ± 1.55,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#no-thinking (zero-shot, val)</a>",📝,1.67,?,?,200000.0,✓,✗,✗,✓,56.60 ± 2.24 / 63.52 ± 1.29,86.56 ± 1.16 / 83.94 ± 0.98,42.05 ± 2.50 / 63.54 ± 1.36,71.69 ± 1.21 / 40.80 ± 0.94,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0
<a href='https://hf.co/google/gemma-4-31B'>google/gemma-4-31B (val)</a>,🧠,1.74,31273088876.0,262144.0,8192.0,✓,✗,(✓),✓,55.52 ± 2.40 / 68.74 ± 1.62,80.55 ± 0.90 / 80.64 ± 0.99,41.05 ± 4.33 / 69.50 ± 2.12,72.45 ± 1.60 / 46.02 ± 1.77,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-4.1-mini'>gpt-4.1-mini-2025-04-14 (zero-shot, val)</a>",📝,1.74,?,?,1047576.0,✓,✗,✗,✓,50.17 ± 2.33 / 58.23 ± 1.20,71.55 ± 1.21 / 54.11 ± 1.21,61.16 ± 2.28 / 79.54 ± 1.28,72.56 ± 1.38 / 39.82 ± 1.31,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0
"<a href='https://docs.x.ai/developers/models/grok-4.20-beta-0309-reasoning'>xai/grok-4.20-beta-0309-reasoning (zero-shot, val)</a>",📝,1.75,?,?,131072.0,✓,✗,✗,✓,53.27 ± 1.33 / 59.56 ± 0.78,93.50 ± 0.33 / 90.25 ± 0.36,70.60 ± 1.39 / 85.00 ± 0.71,32.58 ± 0.51 / 4.72 ± 0.35,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#low (zero-shot, val)</a>",🤔,1.75,?,?,400000.0,✓,✗,✗,✓,48.84 ± 1.26 / 57.00 ± 0.82,81.13 ± 0.47 / 69.00 ± 0.54,63.31 ± 2.26 / 81.00 ± 1.19,57.58 ± 0.54 / 23.03 ± 0.72,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/zai-org/GLM-4.7-Flash'>zai-org/GLM-4.7-Flash (val)</a>,🤔,1.76,31221485568.0,154880.0,202752.0,✓,✗,✗,✓,52.39 ± 1.44 / 59.19 ± 1.19,81.29 ± 0.65 / 76.21 ± 0.88,47.26 ± 1.85 / 71.88 ± 1.05,67.22 ± 0.73 / 35.51 ± 0.77,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-4-E4B-it'>google/gemma-4-E4B-it (val)</a>,📝,1.77,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,56.94 ± 1.78 / 69.39 ± 1.22,75.86 ± 0.79 / 75.70 ± 0.42,44.07 ± 2.98 / 71.06 ± 1.62,71.23 ± 1.07 / 39.20 ± 0.72,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-haiku-4-5-20251001 (zero-shot, val)</a>",🤔,1.77,?,?,200000.0,✓,✗,✗,✓,53.28 ± 2.19 / 58.62 ± 1.46,76.96 ± 0.51 / 69.97 ± 1.09,47.54 ± 3.35 / 71.02 ± 1.81,72.33 ± 1.45 / 39.06 ± 1.08,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#no-thinking (zero-shot, val)</a>",📝,1.81,?,256128.0,1048576.0,✓,✗,✗,✓,57.04 ± 1.75 / 67.13 ± 0.39,69.85 ± 0.93 / 54.91 ± 1.06,52.13 ± 3.90 / 72.04 ± 2.30,67.30 ± 1.43 / 36.27 ± 1.35,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct (val)</a>,📝,1.83,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,61.38 ± 1.61 / 71.27 ± 1.56,71.54 ± 1.50 / 69.56 ± 1.37,39.34 ± 1.86 / 67.41 ± 0.72,65.63 ± 0.65 / 35.66 ± 0.66,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/google/gemma-3-27b-pt'>google/gemma-3-27b-pt</a>,🧠,1.89,27432406640.0,262144.0,8192.0,✓,✗,(✓),✓,31.58 ± 2.30 / 49.57 ± 1.28,72.04 ± 1.68 / 68.35 ± 1.20,65.19 ± 2.26 / 82.32 ± 1.19,78.42 ± 1.25 / 55.53 ± 1.95,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it</a>,📝,1.90,27432406640.0,262144.0,8192.0,✓,✗,(✓),✓,29.57 ± 1.43 / 48.65 ± 0.94,81.96 ± 1.47 / 72.42 ± 1.20,64.86 ± 3.34 / 82.20 ± 1.91,67.95 ± 2.07 / 37.45 ± 2.68,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B#no-thinking</a>,📝,1.90,32762123264.0,151936.0,40960.0,✓,✗,✗,✓,32.46 ± 1.51 / 50.55 ± 0.88,74.17 ± 1.46 / 65.91 ± 1.56,62.06 ± 1.43 / 80.98 ± 0.73,74.60 ± 0.77 / 46.17 ± 1.05,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/mistralai/Mistral-Small-3.2-24B-Instruct-2506'>mistralai/Mistral-Small-3.2-24B-Instruct-2506</a>,📝,1.92,24011361280.0,131072.0,8192.0,✓,✗,(✓),✓,30.25 ± 1.88 / 48.63 ± 1.32,79.65 ± 1.85 / 73.06 ± 1.61,52.75 ± 1.39 / 75.95 ± 0.85,79.74 ± 1.15 / 56.58 ± 2.16,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B (val)</a>,📝,1.92,32003216384.0,102400.0,131072.0,✗,✗,(✓),✗,54.17 ± 1.45 / 67.15 ± 1.12,77.96 ± 1.15 / 74.33 ± 1.11,24.83 ± 2.78 / 60.36 ± 1.52,73.27 ± 0.70 / 42.93 ± 1.07,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B (val)</a>,📝,1.93,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,58.43 ± 2.76 / 66.00 ± 2.59,65.66 ± 2.24 / 59.64 ± 2.12,33.01 ± 3.96 / 59.85 ± 2.72,74.19 ± 1.52 / 47.16 ± 1.71,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/mistralai/Voxtral-Small-24B-2507'>mistralai/Voxtral-Small-24B-2507</a>,📝,1.94,24261800960.0,131072.0,8192.0,✓,✗,(✓),✓,31.57 ± 1.78 / 48.84 ± 1.22,79.25 ± 1.51 / 72.23 ± 1.40,54.03 ± 1.45 / 76.78 ± 0.77,77.18 ± 1.69 / 54.63 ± 2.78,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/google/gemma-3-12b-it'>google/gemma-3-12b-it</a>,📝,1.95,12187325040.0,262144.0,8192.0,✓,✗,(✓),✓,32.17 ± 2.12 / 50.00 ± 1.08,79.13 ± 1.41 / 65.38 ± 2.10,58.36 ± 1.91 / 78.91 ± 1.09,68.51 ± 1.60 / 37.87 ± 2.47,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/google/gemma-3-12b-pt'>google/gemma-3-12b-pt</a>,🧠,1.98,12187325040.0,262144.0,8192.0,✓,✗,(✓),✓,36.64 ± 1.90 / 51.72 ± 0.84,61.07 ± 2.33 / 55.86 ± 2.61,58.70 ± 2.87 / 77.69 ± 2.40,77.91 ± 1.92 / 58.18 ± 2.39,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16 (val)</a>,🤔,1.98,31577934400.0,131072.0,262144.0,✓,✗,✗,✓,49.18 ± 1.39 / 61.30 ± 0.95,85.07 ± 0.79 / 84.69 ± 0.80,31.77 ± 2.64 / 60.17 ± 1.84,60.78 ± 0.49 / 34.19 ± 0.56,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512 (val)</a>,🧠,1.99,3849090048.0,131072.0,8192.0,✓,✗,(✓),✓,55.71 ± 1.18 / 63.19 ± 1.43,64.09 ± 2.02 / 65.41 ± 1.80,33.30 ± 2.44 / 63.76 ± 2.22,74.52 ± 1.04 / 53.63 ± 1.08,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
