<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,,<a id=11 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=12 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=13 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=14 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=15 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=16 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=17 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#medium (zero-shot, val)</a>",🤔,1.36,17.18,?,?,400000.0,✓,✗,✗,✓,69.49 ± 0.94 / 72.82 ± 0.69,85.19 ± 0.71 / 70.62 ± 0.94,68.07 ± 0.90 / 83.39 ± 0.50,83.88 ± 0.30 / 67.32 ± 0.53,42.19 ± 0.10 / 44.23 ± 0.08,93.87 ± 0.66 / 95.43 ± 0.50,76.12 ± 0.94 / 81.99 ± 0.72,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://docs.x.ai/docs/models'>xai/grok-4-1-fast-reasoning (zero-shot, val)</a>",🤔,1.38,16.14,?,?,131072.0,✓,✗,✗,✓,68.05 ± 1.18 / 69.50 ± 0.96,84.82 ± 0.63 / 77.14 ± 1.04,68.02 ± 1.33 / 82.58 ± 0.77,82.79 ± 0.30 / 67.50 ± 0.49,41.72 ± 0.13 / 44.54 ± 0.11,92.60 ± 0.57 / 94.49 ± 0.43,80.27 ± 0.98 / 85.04 ± 0.74,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#high (zero-shot, val)</a>",🤔,1.39,18.33,?,?,400000.0,✓,✗,✗,✓,66.56 ± 1.29 / 70.00 ± 0.96,85.75 ± 0.54 / 70.66 ± 0.71,65.16 ± 1.10 / 81.88 ± 0.56,83.65 ± 0.35 / 66.69 ± 0.74,42.63 ± 0.13 / 44.67 ± 0.11,91.75 ± 0.91 / 93.83 ± 0.68,78.42 ± 0.93 / 83.75 ± 0.71,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/google/gemma-4-26B-A4B-it'>google/gemma-4-26B-A4B-it (val)</a>,📝,1.39,0.11,25805936206.0,262144.0,8192.0,✓,✗,(✓),✓,68.58 ± 1.49 / 72.51 ± 1.16,87.04 ± 0.74 / 84.34 ± 0.83,64.00 ± 1.33 / 81.16 ± 0.83,81.77 ± 0.70 / 58.01 ± 1.30,42.32 ± 0.21 / 44.97 ± 0.24,91.17 ± 0.77 / 93.44 ± 0.58,76.74 ± 1.14 / 82.27 ± 0.89,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#low (zero-shot, val)</a>",🤔,1.39,28.04,?,?,400000.0,✓,✗,✗,✓,68.60 ± 1.04 / 72.20 ± 0.76,80.97 ± 0.51 / 66.23 ± 0.83,68.73 ± 1.11 / 83.98 ± 0.58,84.71 ± 0.39 / 68.78 ± 0.50,41.99 ± 0.08 / 44.07 ± 0.08,94.32 ± 0.69 / 95.74 ± 0.52,77.32 ± 1.09 / 82.85 ± 0.82,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-32B'>deepcogito/cogito-v1-preview-qwen-32B</a>,📝,1.42,73.13,32759790592.0,151665.0,131072.0,✓,✗,(✓),✗,69.76 ± 0.47 / 71.68 ± 0.50,79.54 ± 0.97 / 71.92 ± 1.02,53.90 ± 1.32 / 74.18 ± 1.02,87.16 ± 0.37 / 71.26 ± 1.07,43.28 ± 0.23 / 45.64 ± 0.32,90.38 ± 0.82 / 92.97 ± 0.61,90.50 ± 0.61 / 92.85 ± 0.45,15.8.1.dev0,15.8.1.dev0,15.8.1.dev0,15.8.1.dev0,16.15.0.dev0,15.10.1.dev0,15.8.1.dev0
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Base-2503'>mistralai/Mistral-Small-3.1-24B-Base-2503</a>,🧠,1.42,N/A,24011361280.0,131072.0,8192.0,✓,✗,(✓),✓,66.39 ± 1.52 / 72.11 ± 1.03,77.68 ± 1.53 / 74.59 ± 1.12,59.27 ± 1.87 / 79.33 ± 1.26,86.44 ± 1.26 / 72.47 ± 2.52,44.90 ± 1.93 / 48.10 ± 2.27,93.54 ± 0.63 / 95.27 ± 0.47,71.93 ± 1.74 / 78.54 ± 1.40,16.5.0.dev0,15.9.1.dev0,16.5.0.dev0,15.9.1.dev0,16.15.0.dev0,16.5.0.dev0,16.5.0.dev0
<a href='https://hf.co/deepcogito/cogito-v2-preview-llama-70B'>deepcogito/cogito-v2-preview-llama-70B</a>,📝,1.42,41.22,70553706496.0,128256.0,131072.0,✓,✗,(✓),✗,69.29 ± 0.76 / 72.62 ± 0.55,81.56 ± 1.47 / 76.46 ± 0.67,54.78 ± 2.77 / 75.77 ± 1.99,82.35 ± 0.92 / 60.77 ± 2.30,43.07 ± 0.28 / 45.39 ± 0.40,89.68 ± 0.90 / 92.48 ± 0.65,89.30 ± 0.55 / 91.94 ± 0.42,15.15.0,15.15.0,15.15.0,15.15.0,16.15.0.dev0,15.15.0,15.15.0
<a href='https://hf.co/Qwen/Qwen3.5-35B-A3B-Base'>Qwen/Qwen3.5-35B-A3B-Base (val)</a>,🤔,1.43,?,35951817904.0,248044.0,8192.0,✓,✗,(✓),✓,64.76 ± 1.10 / 69.67 ± 1.18,85.82 ± 0.57 / 75.76 ± 0.87,61.43 ± 1.19 / 80.23 ± 0.64,85.61 ± 0.35 / 72.17 ± 0.63,41.96 ± 0.11 / 43.93 ± 0.13,93.73 ± 0.55 / 95.31 ± 0.43,75.85 ± 1.46 / 81.68 ± 1.11,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.2'>gpt-5.2-2025-12-11 (zero-shot, val)</a>",🤔,1.43,96.21,?,?,400000.0,✓,✗,✗,✓,69.03 ± 1.74 / 73.41 ± 1.42,76.88 ± 1.50 / 57.79 ± 1.08,66.75 ± 2.78 / 82.81 ± 1.44,82.62 ± 0.70 / 60.35 ± 0.73,42.34 ± 0.31 / 45.25 ± 0.29,86.70 ± 1.65 / 90.08 ± 1.25,82.53 ± 1.47 / 86.91 ± 1.10,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-35B-A3B-FP8'>Qwen/Qwen3.5-35B-A3B-FP8 (val)</a>,🤔,1.45,?,34453061632.0,248044.0,8192.0,✓,✗,(✓),✓,65.00 ± 1.50 / 70.15 ± 1.62,81.38 ± 0.98 / 77.79 ± 1.09,65.59 ± 1.63 / 81.63 ± 1.02,83.77 ± 0.70 / 67.93 ± 1.05,40.85 ± 0.51 / 42.23 ± 0.58,92.50 ± 0.91 / 94.41 ± 0.68,82.83 ± 1.08 / 86.91 ± 0.82,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-14B-Reasoning-2512'>mistralai/Ministral-3-14B-Reasoning-2512 (val)</a>,📝,1.45,?,13945031680.0,131072.0,8192.0,✓,✗,(✓),✓,68.57 ± 1.09 / 74.52 ± 0.81,74.52 ± 1.74 / 68.37 ± 1.24,61.04 ± 1.20 / 80.08 ± 0.60,88.68 ± 0.64 / 77.39 ± 1.19,42.05 ± 0.92 / 45.21 ± 0.94,90.84 ± 0.58 / 93.20 ± 0.43,82.75 ± 1.59 / 86.88 ± 1.22,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B (val)</a>,📝,1.45,0.02,32003216384.0,102400.0,131072.0,✗,✗,(✓),✗,69.30 ± 1.37 / 76.74 ± 0.98,79.58 ± 0.96 / 71.83 ± 0.86,67.76 ± 1.27 / 83.60 ± 0.66,85.43 ± 0.42 / 71.20 ± 0.76,42.10 ± 0.17 / 44.66 ± 0.22,81.99 ± 0.74 / 86.60 ± 0.53,73.90 ± 1.28 / 79.69 ± 1.06,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-14B-Base-2512'>mistralai/Ministral-3-14B-Base-2512 (val)</a>,🧠,1.45,N/A,13945031680.0,131072.0,8192.0,✓,✗,(✓),✓,66.98 ± 1.19 / 73.60 ± 0.85,75.73 ± 1.46 / 70.50 ± 1.21,58.49 ± 1.89 / 78.69 ± 1.07,87.45 ± 0.74 / 76.69 ± 1.00,46.05 ± 0.90 / 50.23 ± 1.04,89.55 ± 0.65 / 92.27 ± 0.47,69.29 ± 1.45 / 76.33 ± 1.10,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-4.1'>gpt-4.1-2025-04-14 (zero-shot, val)</a>",📝,1.46,13.86,?,?,1047576.0,✓,✗,✗,✓,71.00 ± 1.66 / 73.87 ± 1.55,78.93 ± 1.97 / 61.05 ± 2.34,50.14 ± 4.47 / 74.12 ± 2.36,77.89 ± 0.72 / 49.26 ± 1.20,43.54 ± 0.31 / 47.15 ± 0.29,93.51 ± 1.17 / 95.12 ± 0.90,85.48 ± 1.40 / 88.87 ± 1.11,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0,16.15.0.dev0,15.10.1.dev0,15.6.1.dev0
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503'>mistralai/Mistral-Small-3.1-24B-Instruct-2503</a>,📝,1.48,?,24011361280.0,131072.0,?,✓,✗,(✓),✓,67.10 ± 1.52 / 72.91 ± 0.91,77.46 ± 1.84 / 74.54 ± 1.38,51.54 ± 1.67 / 74.41 ± 1.20,85.64 ± 1.09 / 69.08 ± 2.57,42.27 ± 0.42 / 44.06 ± 0.53,92.35 ± 0.44 / 94.39 ± 0.32,90.82 ± 0.47 / 93.11 ± 0.35,15.9.1.dev0,15.9.1.dev0,15.9.1.dev0,15.9.1.dev0,16.15.0.dev0,15.10.1.dev0,15.9.1.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-70B'>meta-llama/Llama-3.1-70B</a>,🧠,1.48,N/A,70553706496.0,128256.0,131072.0,✓,✗,(✓),✓,68.33 ± 0.56 / 69.37 ± 1.37,81.92 ± 1.50 / 79.48 ± 1.04,62.56 ± 2.37 / 80.86 ± 1.46,87.68 ± 0.86 / 76.44 ± 1.35,42.78 ± 1.73 / 45.48 ± 2.13,88.40 ± 1.40 / 91.46 ± 1.04,65.25 ± 2.68 / 72.45 ± 2.35,16.5.0.dev0,15.7.2,16.5.0.dev0,15.7.2,16.15.0.dev0,16.5.0.dev0,16.5.0.dev0
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B#no-thinking</a>,📝,1.51,25.76,32762123264.0,151936.0,40960.0,✓,✗,✗,✓,65.74 ± 1.31 / 72.35 ± 0.96,74.81 ± 1.03 / 68.59 ± 0.97,53.37 ± 1.54 / 74.51 ± 1.14,89.16 ± 0.52 / 76.94 ± 0.90,43.18 ± 0.13 / 45.92 ± 0.19,88.97 ± 1.07 / 91.91 ± 0.78,84.21 ± 0.53 / 88.09 ± 0.40,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.15.0.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B</a>,📝,1.51,39.74,14765947904.0,151665.0,131072.0,✓,✗,(✓),✗,69.81 ± 0.75 / 71.35 ± 0.63,78.15 ± 0.83 / 72.51 ± 1.03,50.95 ± 1.48 / 73.00 ± 1.08,83.85 ± 0.52 / 66.55 ± 1.15,42.20 ± 0.26 / 44.38 ± 0.41,88.61 ± 0.70 / 91.64 ± 0.53,86.69 ± 0.49 / 90.00 ± 0.37,15.8.1.dev0,15.8.1.dev0,15.8.1.dev0,15.8.1.dev0,16.15.0.dev0,15.10.1.dev0,15.8.1.dev0
<a href='https://hf.co/mistralai/Mistral-Small-3.2-24B-Instruct-2506'>mistralai/Mistral-Small-3.2-24B-Instruct-2506</a>,📝,1.52,?,24011361280.0,131072.0,?,✓,✗,(✓),✓,60.45 ± 0.73 / 67.30 ± 0.58,76.50 ± 2.03 / 73.78 ± 1.21,53.89 ± 2.52 / 76.02 ± 1.58,87.91 ± 1.29 / 75.31 ± 2.71,42.54 ± 0.51 / 44.52 ± 0.61,93.33 ± 0.74 / 95.14 ± 0.52,87.28 ± 0.59 / 90.42 ± 0.45,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,16.15.0.dev0,15.16.0.dev0,15.16.0.dev0
<a href='https://hf.co/mistralai/Voxtral-Small-24B-2507'>mistralai/Voxtral-Small-24B-2507</a>,📝,1.52,?,24261800960.0,131072.0,8192.0,✓,✗,(✓),✓,66.82 ± 1.45 / 72.68 ± 0.97,76.00 ± 1.91 / 73.07 ± 1.35,50.32 ± 1.39 / 73.88 ± 0.89,87.05 ± 1.42 / 75.19 ± 2.63,41.51 ± 0.87 / 42.97 ± 1.02,93.26 ± 0.51 / 95.08 ± 0.39,86.32 ± 0.48 / 89.74 ± 0.36,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.15.0.dev0,16.3.0.dev0,16.3.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#none (zero-shot, val)</a>",🤔,1.53,85.87,?,?,400000.0,✓,✗,✗,✓,66.29 ± 0.75 / 71.61 ± 0.66,71.14 ± 0.64 / 55.09 ± 0.57,68.83 ± 1.47 / 84.36 ± 0.73,85.51 ± 0.34 / 67.49 ± 0.50,42.27 ± 0.09 / 44.29 ± 0.08,83.77 ± 0.85 / 87.89 ± 0.64,74.08 ± 0.79 / 80.47 ± 0.61,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-haiku-4-5-20251001 (zero-shot, val)</a>",🤔,1.54,59.61,?,?,200000.0,✓,✗,✗,✓,68.38 ± 1.81 / 71.88 ± 1.57,78.23 ± 1.67 / 71.52 ± 1.39,48.06 ± 4.23 / 72.09 ± 2.28,78.91 ± 1.00 / 54.19 ± 1.26,43.09 ± 0.30 / 46.94 ± 0.29,89.46 ± 1.39 / 92.19 ± 1.05,84.31 ± 2.07 / 88.09 ± 1.60,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.15.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-14B-Instruct-2512'>mistralai/Ministral-3-14B-Instruct-2512 (val)</a>,📝,1.54,?,12163481600.0,131072.0,8192.0,✓,✗,(✓),✓,67.73 ± 1.26 / 74.85 ± 0.78,76.03 ± 0.77 / 67.64 ± 1.16,59.73 ± 1.65 / 78.99 ± 1.07,83.86 ± 0.46 / 69.31 ± 0.60,42.07 ± 0.27 / 45.30 ± 0.25,90.11 ± 0.67 / 92.66 ± 0.50,73.03 ± 1.68 / 79.30 ± 1.33,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16 (val)</a>,🤔,1.55,?,31577934400.0,131072.0,262144.0,✓,✗,✗,✓,66.56 ± 1.33 / 73.09 ± 1.15,82.85 ± 0.49 / 73.47 ± 1.04,67.64 ± 1.76 / 83.34 ± 0.96,80.26 ± 0.51 / 62.58 ± 0.68,40.69 ± 0.16 / 44.02 ± 0.15,90.58 ± 0.83 / 93.01 ± 0.62,59.26 ± 1.30 / 69.22 ± 0.95,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct (val)</a>,📝,1.57,78.29,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,66.27 ± 1.22 / 73.46 ± 0.80,73.30 ± 1.09 / 64.23 ± 1.45,53.31 ± 2.10 / 76.17 ± 1.09,82.51 ± 0.38 / 65.47 ± 0.76,44.64 ± 0.22 / 46.60 ± 0.23,79.90 ± 0.79 / 84.88 ± 0.59,75.14 ± 1.28 / 81.29 ± 0.96,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/zai-org/GLM-4.7-Flash'>zai-org/GLM-4.7-Flash (val)</a>,🤔,1.58,?,31221485568.0,154880.0,202752.0,✓,✗,✗,✓,67.15 ± 1.64 / 69.16 ± 1.48,84.35 ± 1.16 / 70.22 ± 1.50,61.67 ± 1.80 / 80.27 ± 0.95,82.31 ± 0.60 / 63.30 ± 0.95,38.35 ± 0.51 / 39.37 ± 0.58,92.06 ± 0.66 / 94.06 ± 0.50,67.12 ± 1.13 / 74.80 ± 0.80,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
