<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,,<a id=11 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=12 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=13 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=14 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=15 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=16 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=17 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-6 (zero-shot, val)</a>",🤔,1.68,98.04,?,?,?,✓,✗,✗,✓,53.81 ± 1.01 / 68.23 ± 0.66,69.91 ± 1.08 / 51.72 ± 0.98,72.33 ± 1.20 / 85.96 ± 0.63,52.65 ± 0.87 / 23.76 ± 0.92,29.36 ± 0.15 / 34.96 ± 0.15,83.28 ± 0.74 / 87.46 ± 0.55,82.68 ± 0.94 / 86.99 ± 0.70,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/deepcogito/cogito-v2-preview-llama-70B'>deepcogito/cogito-v2-preview-llama-70B</a>,📝,1.69,14.18,70553706496.0,128256.0,131072.0,✓,✗,(✓),✗,59.76 ± 2.24 / 72.46 ± 1.82,69.12 ± 1.49 / 53.23 ± 1.95,50.32 ± 1.40 / 73.20 ± 0.80,55.02 ± 1.21 / 26.77 ± 1.08,35.98 ± 0.17 / 39.36 ± 0.29,75.05 ± 0.59 / 81.22 ± 0.44,81.46 ± 1.30 / 86.03 ± 0.97,15.15.0,15.15.0,15.15.0,15.15.0,16.15.0.dev0,15.15.0,15.15.0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#medium (zero-shot, val)</a>",🤔,1.69,42.35,?,?,400000.0,✓,✗,✗,✓,55.99 ± 1.05 / 67.83 ± 0.78,76.20 ± 0.71 / 56.90 ± 1.06,68.05 ± 1.15 / 83.46 ± 0.60,50.39 ± 0.81 / 26.84 ± 0.95,32.33 ± 0.19 / 37.39 ± 0.20,85.60 ± 0.56 / 89.26 ± 0.42,69.20 ± 1.00 / 76.84 ± 0.77,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3-flash-preview'>gemini/gemini-3-flash-preview#no-thinking (zero-shot, val)</a>",📝,1.70,32.72,?,256128.0,1048576.0,✓,✗,✗,✓,51.77 ± 3.36 / 65.38 ± 2.25,68.56 ± 1.49 / 39.67 ± 1.77,66.56 ± 2.15 / 83.11 ± 1.07,52.86 ± 1.47 / 22.47 ± 1.48,30.54 ± 0.25 / 35.72 ± 0.25,87.41 ± 1.47 / 90.62 ± 1.12,82.82 ± 1.70 / 87.07 ± 1.31,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.15.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/mistralai/Voxtral-Small-24B-2507'>mistralai/Voxtral-Small-24B-2507</a>,📝,1.70,?,24261800960.0,131072.0,8192.0,✓,✗,(✓),✓,54.78 ± 2.47 / 68.27 ± 2.23,70.30 ± 1.12 / 64.73 ± 2.09,48.42 ± 1.26 / 70.98 ± 1.08,61.29 ± 3.23 / 34.30 ± 2.47,36.76 ± 1.26 / 39.59 ± 1.75,65.31 ± 0.98 / 73.94 ± 0.75,77.95 ± 0.84 / 83.33 ± 0.64,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.15.0.dev0,16.4.0.dev0,16.4.0.dev0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#no-thinking (zero-shot, val)</a>",📝,1.73,3.28,?,?,200000.0,✓,✗,✗,✓,55.19 ± 1.79 / 69.62 ± 1.21,74.20 ± 1.84 / 61.61 ± 1.74,44.57 ± 2.55 / 65.03 ± 1.47,55.00 ± 1.55 / 28.26 ± 1.73,33.08 ± 0.32 / 37.16 ± 0.31,76.41 ± 1.51 / 82.30 ± 1.14,92.63 ± 1.17 / 94.45 ± 0.88,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.15.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/google/gemma-4-26B-A4B-it'>google/gemma-4-26B-A4B-it (val)</a>,📝,1.75,0.01,25805936206.0,262144.0,8192.0,✓,✗,(✓),✓,58.54 ± 1.52 / 70.00 ± 1.09,74.21 ± 1.07 / 65.89 ± 1.35,61.08 ± 1.16 / 79.64 ± 0.59,53.42 ± 0.80 / 24.00 ± 1.02,31.92 ± 0.28 / 36.62 ± 0.21,73.74 ± 1.41 / 80.31 ± 1.05,68.19 ± 1.55 / 76.13 ± 1.18,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B#no-thinking</a>,📝,1.77,14.41,32762123264.0,151936.0,40960.0,✓,✗,✗,✓,57.63 ± 2.31 / 71.68 ± 1.51,64.88 ± 1.27 / 45.79 ± 1.81,52.36 ± 0.64 / 74.00 ± 0.34,63.23 ± 1.61 / 34.97 ± 1.30,34.66 ± 0.14 / 39.17 ± 0.19,67.97 ± 0.95 / 75.86 ± 0.74,75.11 ± 1.26 / 81.12 ± 0.95,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.15.0.dev0,16.2.2.dev0,16.2.2.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3.1-flash-lite-preview'>gemini/gemini-3.1-flash-lite-preview (zero-shot, val)</a>",🤔,1.77,79.27,?,256128.0,1048576.0,✓,✗,✗,✓,56.83 ± 1.13 / 68.97 ± 0.78,66.94 ± 0.91 / 42.03 ± 0.79,71.73 ± 1.41 / 85.53 ± 0.73,51.04 ± 0.60 / 23.57 ± 0.71,28.69 ± 0.19 / 34.88 ± 0.19,78.59 ± 1.20 / 84.10 ± 0.91,74.11 ± 0.91 / 80.51 ± 0.70,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#low (zero-shot, val)</a>",🤔,1.77,31.07,?,?,400000.0,✓,✗,✗,✓,55.11 ± 1.50 / 67.97 ± 0.97,69.72 ± 0.77 / 47.73 ± 1.01,64.91 ± 0.97 / 81.63 ± 0.59,51.10 ± 0.75 / 28.12 ± 1.05,32.07 ± 0.18 / 37.20 ± 0.16,82.67 ± 1.10 / 87.07 ± 0.83,63.88 ± 1.34 / 72.85 ± 1.03,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B</a>,📝,1.77,81.07,14765947904.0,151665.0,131072.0,✓,✗,(✓),✗,60.30 ± 2.22 / 73.08 ± 1.53,68.35 ± 1.17 / 49.32 ± 2.02,47.85 ± 1.25 / 71.67 ± 0.69,55.65 ± 1.30 / 29.21 ± 0.83,34.93 ± 0.20 / 37.92 ± 0.54,69.95 ± 0.78 / 77.51 ± 0.58,77.47 ± 0.96 / 83.03 ± 0.72,15.8.1.dev0,15.8.1.dev0,15.8.1.dev0,15.8.1.dev0,16.15.0.dev0,15.8.1.dev0,15.8.1.dev0
"<a href='https://docs.x.ai/docs/models'>xai/grok-4-1-fast-reasoning (zero-shot, val)</a>",🤔,1.81,46.08,?,?,131072.0,✓,✗,✗,✓,56.71 ± 1.23 / 65.21 ± 1.07,66.23 ± 0.92 / 51.77 ± 0.99,57.32 ± 1.61 / 76.92 ± 0.98,53.88 ± 0.74 / 30.60 ± 0.86,30.75 ± 0.13 / 35.90 ± 0.13,85.87 ± 0.72 / 89.49 ± 0.54,69.50 ± 1.09 / 76.95 ± 0.83,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-35B-A3B-Base'>Qwen/Qwen3.5-35B-A3B-Base (val)</a>,🤔,1.82,?,35951817904.0,248044.0,8192.0,✓,✗,(✓),✓,58.08 ± 1.29 / 71.21 ± 0.85,71.34 ± 1.05 / 59.66 ± 1.22,56.57 ± 1.35 / 78.10 ± 0.70,52.06 ± 0.71 / 29.11 ± 1.15,32.39 ± 0.22 / 37.25 ± 0.19,80.71 ± 1.34 / 85.59 ± 1.01,60.42 ± 1.27 / 70.08 ± 0.96,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-3-12b-pt'>google/gemma-3-12b-pt</a>,🧠,1.82,N/A,12187325040.0,262144.0,8192.0,✓,✗,(✓),✓,50.15 ± 4.68 / 65.94 ± 3.20,55.98 ± 2.24 / 45.58 ± 2.96,55.68 ± 1.85 / 77.12 ± 1.29,68.42 ± 3.45 / 39.59 ± 2.70,38.23 ± 4.98 / 39.99 ± 6.10,57.18 ± 1.04 / 67.71 ± 0.77,47.33 ± 2.07 / 58.73 ± 1.80,16.5.0.dev0,15.5.0,16.5.0.dev0,15.5.0,16.15.0.dev0,16.5.0.dev0,16.5.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-8B-Base-2512'>mistralai/Ministral-3-8B-Base-2512 (val)</a>,🧠,1.82,N/A,8918026240.0,131072.0,8192.0,✓,✗,(✓),✓,54.23 ± 1.91 / 68.94 ± 1.34,61.62 ± 1.29 / 58.31 ± 1.35,53.09 ± 2.70 / 74.51 ± 1.95,67.93 ± 1.68 / 37.34 ± 1.12,39.57 ± 1.60 / 42.35 ± 1.83,54.36 ± 1.30 / 65.94 ± 0.91,43.35 ± 2.78 / 56.52 ± 2.23,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B#no-thinking</a>,📝,1.84,1.03,14768307200.0,151936.0,40960.0,✓,✗,✗,✓,55.61 ± 1.48 / 69.46 ± 1.26,66.58 ± 1.38 / 52.69 ± 2.32,49.63 ± 1.06 / 71.55 ± 0.81,61.45 ± 2.04 / 34.11 ± 1.43,35.11 ± 0.14 / 39.74 ± 0.20,60.29 ± 0.63 / 70.13 ± 0.46,69.65 ± 1.41 / 76.89 ± 1.06,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.15.0.dev0,16.2.2.dev0,16.2.2.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.2'>gpt-5.2-2025-12-11 (zero-shot, val)</a>",🤔,1.84,13.29,?,?,400000.0,✓,✗,✗,✓,52.20 ± 1.84 / 67.38 ± 1.24,63.51 ± 1.68 / 36.36 ± 1.92,66.66 ± 2.63 / 82.88 ± 1.38,55.89 ± 1.67 / 28.44 ± 1.84,29.51 ± 0.35 / 35.60 ± 0.37,76.22 ± 1.64 / 82.30 ± 1.20,73.32 ± 1.10 / 79.96 ± 0.84,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-3-flash-preview'>gemini/gemini-3-flash-preview#thinking (zero-shot, val)</a>",🤔,1.84,92.74,?,256128.0,1048576.0,✓,✗,✗,✓,51.68 ± 2.32 / 66.63 ± 1.54,59.14 ± 1.77 / 42.70 ± 1.70,70.89 ± 1.84 / 84.91 ± 1.08,52.86 ± 1.47 / 22.47 ± 1.48,28.05 ± 0.27 / 34.20 ± 0.29,85.97 ± 1.36 / 89.57 ± 1.01,81.19 ± 1.83 / 85.78 ± 1.38,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.15.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,1.86,21.55,30532122624.0,151936.0,262144.0,✓,✗,✗,✓,56.61 ± 1.79 / 69.88 ± 1.60,66.92 ± 1.14 / 45.15 ± 2.37,46.77 ± 1.43 / 71.14 ± 0.60,55.07 ± 1.06 / 26.90 ± 0.64,33.44 ± 0.15 / 38.36 ± 0.18,66.98 ± 0.60 / 75.20 ± 0.46,76.41 ± 0.90 / 82.22 ± 0.68,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,16.15.0.dev0,15.16.0.dev0,15.16.0.dev0
<a href='https://hf.co/Qwen/Qwen3-4B-Thinking-2507'>Qwen/Qwen3-4B-Thinking-2507</a>,🤔,1.87,?,4022468096.0,151936.0,262144.0,✓,✗,✗,✓,56.58 ± 2.46 / 66.62 ± 1.99,78.27 ± 1.07 / 67.65 ± 1.77,43.19 ± 1.41 / 65.84 ± 1.54,53.41 ± 1.03 / 28.38 ± 0.71,34.23 ± 0.24 / 37.55 ± 0.54,71.39 ± 0.59 / 78.58 ± 0.45,59.21 ± 0.98 / 69.29 ± 0.71,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0,16.16.1.dev0,16.14.0.dev0,16.14.0.dev0
<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it</a>,📝,1.94,0.24,27432406640.0,262144.0,8192.0,✓,✗,(✓),✓,54.53 ± 2.11 / 69.00 ± 1.58,66.25 ± 1.41 / 54.31 ± 1.51,48.04 ± 1.65 / 72.60 ± 0.79,53.49 ± 0.86 / 24.65 ± 1.27,33.58 ± 0.18 / 38.18 ± 0.18,61.62 ± 1.09 / 71.21 ± 0.83,73.89 ± 1.00 / 80.30 ± 0.74,15.5.0,15.5.0,15.5.0,15.5.0,16.15.0.dev0,15.5.0,15.5.0
"<a href='https://platform.openai.com/docs/models/gpt-4.1'>gpt-4.1-2025-04-14 (zero-shot, val)</a>",📝,1.97,70.12,?,?,1047576.0,✓,✗,✗,✓,54.32 ± 3.02 / 67.46 ± 1.94,56.36 ± 2.33 / 30.84 ± 1.20,47.25 ± 3.56 / 69.94 ± 1.75,51.96 ± 1.56 / 25.34 ± 1.88,32.72 ± 0.37 / 38.28 ± 0.36,71.13 ± 2.10 / 78.36 ± 1.57,79.65 ± 1.12 / 84.41 ± 0.92,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0,16.15.0.dev0,15.6.1.dev0,15.6.1.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#none (zero-shot, val)</a>",🤔,1.97,72.84,?,?,400000.0,✓,✗,✗,✓,48.45 ± 1.02 / 64.21 ± 0.66,53.43 ± 0.81 / 29.81 ± 0.80,68.43 ± 1.40 / 84.15 ± 0.71,55.02 ± 0.76 / 28.31 ± 0.90,32.37 ± 0.18 / 37.31 ± 0.17,63.53 ± 1.20 / 72.58 ± 0.89,65.94 ± 1.09 / 74.45 ± 0.83,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/google/gemma-3-12b-it'>google/gemma-3-12b-it</a>,📝,1.99,0.22,12187325040.0,262144.0,8192.0,✓,✗,(✓),✓,56.05 ± 1.83 / 70.14 ± 1.29,64.47 ± 1.01 / 48.62 ± 1.71,45.07 ± 1.77 / 69.84 ± 1.10,54.79 ± 1.27 / 27.51 ± 0.49,34.42 ± 0.14 / 38.64 ± 0.14,56.62 ± 0.48 / 67.47 ± 0.39,69.06 ± 1.16 / 76.73 ± 0.90,15.5.0,15.5.0,15.5.0,15.5.0,16.15.0.dev0,15.5.0,15.5.0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-haiku-4-5-20251001 (zero-shot, val)</a>",🤔,2.00,35.81,?,?,200000.0,✓,✗,✗,✓,52.29 ± 1.81 / 64.35 ± 1.32,65.68 ± 2.03 / 44.28 ± 1.95,47.93 ± 3.26 / 68.77 ± 1.65,52.57 ± 1.71 / 23.13 ± 1.74,30.56 ± 0.24 / 36.32 ± 0.24,72.59 ± 1.60 / 79.61 ± 1.29,71.08 ± 1.58 / 77.97 ± 1.33,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.15.0.dev0,16.3.0.dev0,16.3.0.dev0
