<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
"<a href='https://platform.openai.com/docs/models/o3'>o3-2025-04-16 (zero-shot, val)</a>",🤔,1.70,?,?,200000.0,✓,✗,✗,✓,58.74 ± 2.43 / 69.36 ± 1.51,78.07 ± 2.17 / 56.75 ± 2.20,55.32 ± 4.10 / 76.86 ± 2.30,45.74 ± 1.09 / 27.23 ± 1.12,15.7.2.dev0,15.7.2.dev0,15.7.2.dev0,15.7.2.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-72B'>Unbabel/Tower-Plus-72B (val)</a>,📝,1.70,72706203648.0,152064.0,32768.0,✗,✗,(✓),✗,56.98 ± 3.01 / 69.42 ± 2.25,73.14 ± 2.67 / 53.88 ± 4.95,43.50 ± 5.03 / 69.69 ± 3.16,61.05 ± 2.21 / 32.46 ± 2.71,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#low (zero-shot, val)</a>",🤔,1.72,?,?,400000.0,✓,✗,✗,✓,57.90 ± 1.29 / 70.22 ± 1.09,79.86 ± 0.90 / 59.78 ± 0.96,48.72 ± 1.32 / 71.40 ± 0.93,50.11 ± 0.47 / 29.39 ± 0.63,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#high (zero-shot, val)</a>",🤔,1.73,?,?,400000.0,✓,✗,✗,✓,58.17 ± 1.53 / 69.88 ± 1.19,84.04 ± 0.84 / 68.29 ± 1.16,47.60 ± 1.31 / 72.19 ± 0.76,49.35 ± 0.55 / 28.59 ± 0.68,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-pro'>gemini/gemini-2.5-pro (zero-shot, val)</a>",🤔,1.81,?,256128.0,1048576.0,✓,✗,✗,✓,57.17 ± 2.10 / 65.29 ± 1.69,63.31 ± 1.43 / 43.14 ± 1.43,53.03 ± 2.82 / 76.43 ± 1.40,49.50 ± 1.01 / 23.78 ± 0.74,15.13.0,15.13.0,15.13.0,15.13.0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#thinking (zero-shot, val)</a>",🤔,1.82,?,256128.0,1048576.0,✓,✗,✗,✓,51.59 ± 2.31 / 60.97 ± 1.66,74.90 ± 1.92 / 53.08 ± 1.85,53.96 ± 2.02 / 76.01 ± 0.93,46.22 ± 0.96 / 27.04 ± 0.96,15.13.0,15.13.0,15.13.0,15.13.0
"<a href='https://platform.openai.com/docs/models/o4-mini'>o4-mini-2025-04-16 (zero-shot, val)</a>",🤔,1.83,?,?,200000.0,✓,✗,✗,✓,50.35 ± 3.05 / 65.18 ± 2.00,72.86 ± 1.84 / 51.88 ± 2.16,53.35 ± 2.16 / 73.00 ± 1.32,47.12 ± 1.06 / 24.59 ± 1.32,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.2'>gpt-5.2-2025-12-11 (zero-shot, val)</a>",🤔,1.83,?,?,?,✓,✗,✗,✓,60.78 ± 3.19 / 71.34 ± 2.41,64.71 ± 2.63 / 36.44 ± 1.18,47.68 ± 3.36 / 73.50 ± 1.73,50.93 ± 0.86 / 24.39 ± 1.21,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-preview-04-17'>gemini/gemini-2.5-flash-preview-04-17 (zero-shot, val)</a>",🤔,1.86,?,256128.0,1048576.0,✓,✗,✗,✓,56.90 ± 1.82 / 65.94 ± 1.49,72.59 ± 1.54 / 52.60 ± 1.90,46.78 ± 3.79 / 72.72 ± 1.81,48.69 ± 1.02 / 29.39 ± 0.82,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-pro-preview-03-25'>gemini/gemini-2.5-pro-preview-03-25 (zero-shot, val)</a>",🤔,1.89,?,256128.0,1048576.0,✓,✗,✗,✓,59.15 ± 2.54 / 66.93 ± 1.69,59.55 ± 2.43 / 37.33 ± 1.42,51.46 ± 3.13 / 74.09 ± 1.69,50.90 ± 1.04 / 25.99 ± 0.88,15.8.1,15.8.1,15.8.1,15.8.1
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#none (zero-shot, val)</a>",🤔,1.93,?,?,400000.0,✓,✗,✗,✓,57.64 ± 1.54 / 69.92 ± 1.20,53.57 ± 1.24 / 25.76 ± 0.62,47.99 ± 1.59 / 73.90 ± 0.79,53.65 ± 0.61 / 32.47 ± 0.63,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5'>gpt-5-2025-08-07#minimal (zero-shot, val)</a>",🤔,1.93,?,100256.0,272000.0,✓,✗,✗,✓,54.22 ± 3.29 / 65.62 ± 2.35,69.88 ± 2.41 / 35.46 ± 1.78,45.05 ± 3.39 / 71.34 ± 1.79,48.68 ± 0.75 / 25.62 ± 0.87,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-405B'>meta-llama/Llama-3.1-405B</a>,🧠,1.95,405853388800.0,128256.0,131072.0,✓,✗,(✓),✓,48.92 ± 1.36 / 61.76 ± 2.52,69.61 ± 2.47 / 66.69 ± 2.57,35.02 ± 1.69 / 66.11 ± 1.04,62.33 ± 4.46 / 34.77 ± 4.17,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0
"xai/grok-3-beta (zero-shot, val)</a>",📝,1.95,?,?,131072.0,✓,✗,✗,✓,58.90 ± 2.97 / 70.03 ± 2.27,60.58 ± 2.56 / 26.59 ± 1.25,46.68 ± 2.88 / 73.21 ± 1.45,49.06 ± 1.05 / 21.25 ± 1.29,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-6 (zero-shot, val)</a>",🤔,1.96,?,?,?,✓,✗,✗,✓,57.96 ± 1.55 / 71.24 ± 1.12,69.47 ± 1.04 / 47.35 ± 0.86,43.19 ± 1.92 / 71.02 ± 0.94,50.02 ± 0.53 / 23.04 ± 0.44,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#no-thinking (zero-shot, val)</a>",📝,1.96,?,256128.0,1048576.0,✓,✗,✗,✓,58.32 ± 3.23 / 67.19 ± 2.55,59.85 ± 1.64 / 34.59 ± 1.79,44.64 ± 3.47 / 71.85 ± 1.58,50.60 ± 0.80 / 27.41 ± 0.74,15.11.0,15.12.0.dev0,15.12.0.dev0,15.12.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07#high (zero-shot, val)</a>",🤔,1.96,?,100256.0,272000.0,✓,✗,✗,✓,52.45 ± 3.03 / 64.55 ± 2.20,64.10 ± 2.30 / 38.53 ± 1.56,50.58 ± 2.55 / 70.54 ± 1.79,49.88 ± 1.01 / 28.23 ± 1.35,15.16.0,15.16.0,15.16.0,15.16.0
<a href='https://hf.co/Qwen/Qwen3.5-35B-A3B-Base'>Qwen/Qwen3.5-35B-A3B-Base (val)</a>,🤔,1.97,35951817904.0,248044.0,8192.0,✓,✗,(✓),✓,58.21 ± 1.29 / 71.39 ± 0.85,82.51 ± 1.28 / 69.88 ± 1.18,33.75 ± 1.69 / 66.38 ± 0.79,49.39 ± 0.60 / 28.74 ± 0.52,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-4.1'>gpt-4.1-2025-04-14 (zero-shot, val)</a>",📝,2.03,?,?,1047576.0,✓,✗,✗,✓,59.94 ± 3.63 / 71.72 ± 2.61,48.65 ± 2.69 / 23.66 ± 1.49,50.04 ± 1.72 / 72.81 ± 1.18,48.48 ± 1.41 / 24.27 ± 1.47,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0
<a href='https://hf.co/google/gemma-4-31B-it'>google/gemma-4-31B-it (val)</a>,📝,2.06,31273088876.0,262144.0,8192.0,✓,✗,(✓),✓,61.64 ± 0.93 / 72.27 ± 0.65,79.94 ± 1.39 / 75.88 ± 1.38,25.69 ± 1.85 / 47.08 ± 1.96,50.53 ± 0.53 / 26.85 ± 0.44,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-7-sonnet-20250219#no-thinking (zero-shot, val)</a>",📝,2.06,?,?,200000.0,✓,✗,✗,✓,55.40 ± 2.61 / 68.93 ± 2.05,42.28 ± 1.95 / 27.74 ± 1.36,55.14 ± 2.86 / 77.12 ± 1.33,50.78 ± 1.19 / 29.89 ± 1.52,15.13.0.dev0,15.13.0.dev0,15.13.0.dev0,15.13.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07 (zero-shot, val)</a>",🤔,2.08,?,100256.0,272000.0,✓,✗,✗,✓,51.33 ± 2.95 / 64.43 ± 1.97,62.85 ± 3.01 / 34.44 ± 1.51,43.51 ± 2.64 / 65.94 ± 1.51,50.14 ± 1.26 / 28.72 ± 1.64,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0
<a href='https://hf.co/vesteinn/ScandiBERT-no-faroese'>vesteinn/ScandiBERT-no-faroese</a>,🔍,2.08,124498007.0,50005.0,514.0,✓,✗,(✓),✓,44.97 ± 2.18 / 58.64 ± 4.25,82.93 ± 0.77 / 83.11 ± 0.74,45.59 ± 7.33 / 69.72 ± 6.45,37.70 ± 2.88 / 16.70 ± 2.28,15.8.2,15.8.2,15.8.2,15.8.2
<a href='https://hf.co/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8'>Qwen/Qwen3-235B-A22B-Instruct-2507-FP8</a>,📝,2.11,235107904512.0,151936.0,262144.0,✓,✗,✗,✓,53.06 ± 1.72 / 66.78 ± 1.51,66.61 ± 2.24 / 48.97 ± 4.03,37.06 ± 1.92 / 67.77 ± 1.21,50.34 ± 1.35 / 25.85 ± 1.07,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
"<a href='https://docs.x.ai/docs/models'>xai/grok-4-1-fast-reasoning (zero-shot, val)</a>",🤔,2.11,?,?,131072.0,✓,✗,✗,✓,59.12 ± 1.23 / 67.06 ± 0.92,61.86 ± 1.30 / 49.92 ± 0.91,33.00 ± 1.92 / 63.47 ± 1.03,50.34 ± 0.59 / 31.05 ± 0.67,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#no-thinking (zero-shot, val)</a>",📝,2.12,?,?,?,✓,✗,✗,✓,53.79 ± 2.54 / 67.25 ± 1.93,72.05 ± 2.42 / 69.40 ± 1.98,28.50 ± 3.42 / 52.19 ± 2.15,51.96 ± 1.17 / 27.28 ± 1.18,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503'>mistralai/Mistral-Small-3.1-24B-Instruct-2503</a>,📝,2.13,24011361280.0,131072.0,?,✓,✗,(✓),✓,50.84 ± 1.73 / 65.77 ± 1.73,70.03 ± 1.86 / 62.22 ± 2.41,23.07 ± 1.59 / 59.84 ± 2.10,63.53 ± 1.73 / 34.31 ± 2.26,15.9.1.dev0,15.9.1.dev0,15.9.1.dev0,15.9.1.dev0
<a href='https://ollama.com/library/gemma3:27b-it-q4_K_M'>ollama_chat/gemma3:27b-it-q4_K_M (val)</a>,📝,2.13,27400000000.0,262144.0,128000.0,✓,✗,✗,✓,49.68 ± 3.11 / 64.46 ± 2.04,68.35 ± 2.65 / 56.99 ± 2.92,36.59 ± 2.50 / 67.99 ± 1.45,51.25 ± 1.51 / 21.53 ± 2.75,15.3.0.dev0,15.3.0.dev0,15.3.0.dev0,15.3.0.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite-preview-06-17'>gemini/gemini-2.5-flash-lite-preview-06-17#thinking (zero-shot, val)</a>",🤔,2.16,?,256128.0,1048576.0,✓,✗,✗,✓,51.71 ± 2.56 / 62.53 ± 1.76,60.37 ± 2.55 / 35.28 ± 1.08,42.11 ± 4.27 / 70.63 ± 2.22,47.16 ± 0.70 / 26.29 ± 0.32,15.11.0,15.11.0,15.11.0,15.11.0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#thinking (zero-shot, val)</a>",🤔,2.16,?,256128.0,1048576.0,✓,✗,✗,✓,51.71 ± 2.56 / 62.53 ± 1.76,60.37 ± 2.55 / 35.28 ± 1.08,42.11 ± 4.27 / 70.63 ± 2.22,47.16 ± 0.70 / 26.29 ± 0.32,15.13.0,15.13.0,15.13.0,15.13.0
<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it</a>,📝,2.20,27432406640.0,262144.0,?,✓,✗,(✓),✓,53.50 ± 1.27 / 67.18 ± 1.35,61.34 ± 1.90 / 48.44 ± 3.19,37.71 ± 1.69 / 68.45 ± 0.97,49.17 ± 1.11 / 20.30 ± 2.18,15.5.0,15.5.0,15.5.0,15.5.0
<a href='https://ollama.com/library/gemma3:12b-it-q4_K_M'>ollama_chat/gemma3:12b-it-q4_K_M (val)</a>,📝,2.20,12200000000.0,262144.0,128000.0,✓,✗,✗,✓,51.58 ± 2.93 / 66.21 ± 1.81,67.16 ± 4.06 / 46.73 ± 3.73,30.84 ± 4.54 / 62.70 ± 3.70,50.55 ± 1.67 / 23.01 ± 2.10,15.2.0.dev0,15.2.0.dev0,15.3.0.dev0,15.3.0.dev0
<a href='https://ollama.com/library/gemma3:12b-it-fp16'>ollama_chat/gemma3:12b-it-fp16 (val)</a>,📝,2.20,12187325040.0,262144.0,128000.0,✓,✗,✗,✓,50.56 ± 2.85 / 65.77 ± 1.86,66.00 ± 3.94 / 43.87 ± 2.87,32.22 ± 4.63 / 64.00 ± 2.54,51.26 ± 1.71 / 23.51 ± 2.64,15.3.1,15.3.1,15.3.1,15.3.1
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B#no-thinking</a>,📝,2.21,32762123264.0,151936.0,40960.0,✓,✗,✗,✓,47.98 ± 1.29 / 63.46 ± 1.10,59.26 ± 1.92 / 39.62 ± 2.66,31.16 ± 1.42 / 62.56 ± 1.74,58.62 ± 1.64 / 31.75 ± 1.64,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/deepcogito/cogito-v2-preview-llama-70B'>deepcogito/cogito-v2-preview-llama-70B</a>,📝,2.21,70553706496.0,128256.0,131072.0,✓,✗,(✓),✗,52.35 ± 0.85 / 66.12 ± 0.75,69.76 ± 0.87 / 49.03 ± 5.36,24.30 ± 1.34 / 61.74 ± 0.82,55.57 ± 1.42 / 27.78 ± 0.65,15.15.0,15.15.0,15.15.0,15.15.0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.0-flash-001'>gemini/gemini-2.0-flash-001 (zero-shot, val)</a>",📝,2.22,?,256128.0,1048576.0,✓,✗,✗,✓,57.53 ± 4.16 / 69.97 ± 2.85,57.57 ± 3.12 / 40.75 ± 2.28,33.70 ± 3.97 / 63.69 ± 1.94,49.59 ± 1.23 / 24.08 ± 0.66,15.5.0,15.5.0,15.5.0,15.5.0
<a href='https://hf.co/mistralai/Mistral-Small-3.2-24B-Instruct-2506'>mistralai/Mistral-Small-3.2-24B-Instruct-2506</a>,📝,2.22,24011361280.0,131072.0,?,✓,✗,(✓),✓,47.60 ± 1.92 / 63.12 ± 2.23,66.71 ± 1.60 / 50.53 ± 4.36,22.77 ± 1.79 / 59.41 ± 1.71,61.42 ± 2.41 / 33.79 ± 1.89,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0
<a href='https://ollama.com/library/gemma3:27b-it-fp16'>ollama_chat/gemma3:27b-it-fp16</a>,📝,2.22,?,?,?,✓,✗,✗,✓,53.21 ± 1.61 / 67.61 ± 1.11,67.61 ± 2.05 / 55.14 ± 3.31,33.58 ± 1.67 / 66.30 ± 0.89,48.50 ± 1.25 / 19.10 ± 2.44,15.3.1,15.3.1,15.3.1,15.3.1
<a href='https://hf.co/meta-llama/Llama-3.1-405B-Instruct-FP8'>meta-llama/Llama-3.1-405B-Instruct-FP8</a>,📝,2.24,405868625920.0,128256.0,131072.0,✓,✗,(✓),✓,52.13 ± 1.18 / 65.90 ± 1.07,64.03 ± 4.37 / 63.37 ± 4.52,27.77 ± 1.83 / 58.46 ± 2.25,54.42 ± 1.58 / 26.46 ± 1.63,15.11.0.dev0,15.11.0.dev0,15.11.0.dev0,15.11.0.dev0
<a href='https://hf.co/mistralai/Magistral-Small-2509'>mistralai/Magistral-Small-2509</a>,📝,2.24,24011361280.0,131072.0,8192.0,✓,✗,(✓),✓,48.67 ± 2.00 / 64.01 ± 1.73,65.89 ± 1.87 / 51.09 ± 4.69,22.27 ± 1.40 / 60.07 ± 1.09,60.76 ± 2.33 / 34.49 ± 1.48,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/meta-llama/Llama-4-Scout-17B-16E-Instruct'>meta-llama/Llama-4-Scout-17B-16E-Instruct</a>,📝,2.25,108641793536.0,200000.0,?,✓,✗,(✓),✓,52.60 ± 1.42 / 67.19 ± 1.17,53.00 ± 2.16 / 45.06 ± 2.96,35.83 ± 1.47 / 67.50 ± 0.95,51.45 ± 1.09 / 24.39 ± 1.64,15.13.0,15.13.0,15.13.0,15.13.0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-70B'>deepcogito/cogito-v1-preview-llama-70B</a>,📝,2.25,70553706496.0,128256.0,131072.0,✓,✗,(✓),✗,49.96 ± 1.16 / 63.36 ± 0.98,68.95 ± 1.08 / 42.25 ± 4.01,24.13 ± 1.43 / 61.40 ± 0.94,55.77 ± 1.64 / 27.94 ± 0.92,15.9.1,15.9.1,15.9.1,15.9.1
<a href='https://hf.co/Qwen/Qwen3-235B-A22B-Thinking-2507-FP8'>Qwen/Qwen3-235B-A22B-Thinking-2507-FP8</a>,🤔,2.25,235107904512.0,151936.0,262144.0,✓,✗,✗,✓,49.07 ± 1.84 / 62.61 ± 1.52,82.42 ± 1.16 / 69.37 ± 2.17,21.38 ± 1.26 / 47.18 ± 0.91,50.43 ± 0.76 / 26.91 ± 0.58,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
"<a href='https://docs.x.ai/docs/models'>xai/grok-2-1212 (zero-shot, val)</a>",📝,2.25,?,?,131072.0,✓,✗,✗,✓,60.43 ± 3.08 / 72.78 ± 2.22,42.38 ± 1.95 / 22.62 ± 1.26,38.46 ± 3.48 / 62.83 ± 2.14,53.06 ± 1.10 / 27.67 ± 1.70,15.5.0.dev0,15.5.0.dev0,15.5.0.dev0,15.5.0.dev0
<a href='https://hf.co/LumiOpen/Llama-Poro-2-70B-SFT'>LumiOpen/Llama-Poro-2-70B-SFT</a>,📝,2.28,70553706496.0,128256.0,8192.0,✓,✗,(✓),✗,51.54 ± 1.52 / 66.97 ± 1.04,68.95 ± 0.71 / 47.83 ± 4.75,19.02 ± 0.85 / 57.67 ± 1.01,58.19 ± 1.68 / 30.94 ± 1.54,15.11.0.dev0,15.11.0.dev0,15.11.0.dev0,15.11.0.dev0
<a href='https://hf.co/bullerwins/Magistral-Small-2506-fp8'>bullerwins/Magistral-Small-2506-fp8</a>,🧠,2.29,23575680000.0,131072.0,32768.0,✓,✗,(✓),✗,47.54 ± 1.74 / 63.49 ± 1.72,67.46 ± 1.96 / 52.70 ± 5.11,21.24 ± 1.35 / 58.07 ± 1.69,59.70 ± 2.45 / 33.59 ± 1.68,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0
<a href='https://hf.co/Qwen/Qwen3-235B-A22B'>Qwen/Qwen3-235B-A22B</a>,🤔,2.29,235093634560.0,151936.0,40960.0,✓,✗,✗,✓,48.10 ± 1.48 / 62.62 ± 1.29,68.41 ± 1.64 / 48.66 ± 3.02,28.21 ± 1.28 / 63.26 ± 0.61,51.42 ± 1.14 / 28.02 ± 0.94,15.13.0,15.13.0,15.13.0,15.13.0
<a href='https://hf.co/mideind/IceBERT-xlmr-ic3'>mideind/IceBERT-xlmr-ic3</a>,🔍,2.31,278545702.0,250002.0,514.0,✓,✗,(✓),✗,47.38 ± 1.69 / 62.19 ± 1.93,79.11 ± 0.95 / 80.10 ± 0.98,34.66 ± 8.12 / 61.78 ± 6.42,33.59 ± 1.87 / 7.50 ± 0.88,15.9.0.dev0,15.9.0.dev0,15.9.0.dev0,15.9.0.dev0
